,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.26,3.03,1.33,2.81,1.43,0.96,2.67,20.04
SVWP,0.26,,3.78,1.45,3.44,1.58,0.96,3.29,32.36
DCC_joint,3.03,3.78,,2.27,0.23,2.16,2.93,0.51,27.21
SW_cross_validated,1.33,1.45,2.27,,1.98,0.12,0.54,1.78,29.33
SW_15,2.81,3.44,0.23,1.98,,1.87,2.60,0.26,25.96
SW_30,1.43,1.58,2.16,0.12,1.87,,0.67,1.67,29.63
SW_60,0.96,0.96,2.93,0.54,2.60,0.67,,2.42,32.90
SW_120,2.67,3.29,0.51,1.78,0.26,1.67,2.42,,28.18
sFC,20.04,32.36,27.21,29.33,25.96,29.63,32.90,28.18,
