,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,8.8635e-06,4.4201e-09,2.2689e-16,2.6079e-27,2.9042e-25,3.2149e-21,2.1448e-15,2.4719e-05
DCC_joint,,8.8635e-06,,1.4031e-05,2.0155e-16,1.3748e-28,5.1385e-27,4.8016e-22,1.0002e-14,7.3843e-01
DCC_bivariate_loop,,4.4201e-09,1.4031e-05,,7.3627e-13,3.8070e-27,6.7828e-25,5.5064e-20,3.9291e-13,1.2773e-05
SW_cross_validated,,2.2689e-16,2.0155e-16,7.3627e-13,,1.2896e-27,1.8809e-25,3.2374e-18,2.1441e-08,5.2198e-16
SW_15,,2.6079e-27,1.3748e-28,3.8070e-27,1.2896e-27,,1.9169e-21,2.7489e-24,7.9025e-21,3.4172e-28
SW_30,,2.9042e-25,5.1385e-27,6.7828e-25,1.8809e-25,1.9169e-21,,4.7218e-19,5.6142e-16,2.0123e-26
SW_60,,3.2149e-21,4.8016e-22,5.5064e-20,3.2374e-18,2.7489e-24,4.7218e-19,,2.2280e-07,1.1861e-21
SW_120,,2.1448e-15,1.0002e-14,3.9291e-13,2.1441e-08,7.9025e-21,5.6142e-16,2.2280e-07,,1.1500e-14
sFC,,2.4719e-05,7.3843e-01,1.2773e-05,5.2198e-16,3.4172e-28,2.0123e-26,1.1861e-21,1.1500e-14,
