,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_joint,nan,-8.8818,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.
DCC_bivariate_loop,nan,-15.2027,-7.251,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SW_cross_validated,nan,-44.1915,-31.5347,-18.669,-,0.0000,0.0000,0.0000,0.0000,0.0000
SW_15,nan,-150.3034,-135.7759,-114.1078,-122.1171,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-99.0943,-87.3231,-71.5075,-68.8267,41.8822,-,0.0000,0.0000,0.0000
SW_60,nan,-53.8774,-46.0501,-36.8349,-27.1101,60.9219,24.9145,-,0.0000,0.0000
SW_120,nan,-29.434,-24.4827,-19.1816,-9.8837,53.7053,27.0815,7.928,-,0.0000
sFC,nan,-8.6706,0.0972,7.2756,31.2051,134.628,86.6527,45.8446,24.4576,-
