,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,5.3153e-08,1.0244e-11,8.2077e-20,2.3816e-29,4.2608e-26,2.3813e-21,1.1204e-16,7.5817e-08
DCC_joint,,5.3153e-08,,9.6504e-07,3.3184e-17,1.4835e-28,4.1366e-25,3.9464e-20,2.8601e-15,9.2361e-01
DCC_bivariate_loop,,1.0244e-11,9.6504e-07,,3.1516e-13,3.3800e-27,1.4940e-23,2.1092e-18,1.9790e-13,9.2148e-07
SW_cross_validated,,8.2077e-20,3.3184e-17,3.1516e-13,,9.9832e-28,2.9650e-23,4.7811e-16,1.0689e-08,3.9963e-17
SW_15,,2.3816e-29,1.4835e-28,3.3800e-27,9.9832e-28,,2.1443e-19,2.6415e-22,2.5253e-21,1.7282e-28
SW_30,,4.2608e-26,4.1366e-25,1.4940e-23,2.9650e-23,2.1443e-19,,2.1059e-15,4.8707e-16,4.7507e-25
SW_60,,2.3813e-21,3.9464e-20,2.1092e-18,4.7811e-16,2.6415e-22,2.1059e-15,,2.7870e-07,4.2745e-20
SW_120,,1.1204e-16,2.8601e-15,1.9790e-13,1.0689e-08,2.5253e-21,4.8707e-16,2.7870e-07,,2.9119e-15
sFC,,7.5817e-08,9.2361e-01,9.2148e-07,3.9963e-17,1.7282e-28,4.7507e-25,4.2745e-20,2.9119e-15,
