,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.59,3.45,15.69,81.01,39.48,25.59,11.68,2.49
DCC_joint,,2.59,,1.17,11.76,70.75,35.22,22.00,10.15,0.04
DCC_bivariate_loop,,3.45,1.17,,8.71,57.51,30.28,18.45,9.02,1.19
SW_cross_validated,,15.69,11.76,8.71,,67.50,27.79,13.36,4.54,11.52
SW_15,,81.01,70.75,57.51,67.50,,21.55,37.48,23.14,68.84
SW_30,,39.48,35.22,30.28,27.79,21.55,,12.51,10.54,34.68
SW_60,,25.59,22.00,18.45,13.36,37.48,12.51,,2.76,21.67
SW_120,,11.68,10.15,9.02,4.54,23.14,10.54,2.76,,10.12
sFC,,2.49,0.04,1.19,11.52,68.84,34.68,21.67,10.12,
