,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,8.88,15.20,44.19,150.30,99.09,53.88,29.43,8.67
DCC_joint,,8.88,,7.25,31.53,135.78,87.32,46.05,24.48,-0.10
DCC_bivariate_loop,,15.20,7.25,,18.67,114.11,71.51,36.83,19.18,-7.28
SW_cross_validated,,44.19,31.53,18.67,,122.12,68.83,27.11,9.88,-31.21
SW_15,,150.30,135.78,114.11,122.12,,-41.88,-60.92,-53.71,-134.63
SW_30,,99.09,87.32,71.51,68.83,-41.88,,-24.91,-27.08,-86.65
SW_60,,53.88,46.05,36.83,27.11,-60.92,-24.91,,-7.93,-45.84
SW_120,,29.43,24.48,19.18,9.88,-53.71,-27.08,-7.93,,-24.46
sFC,,8.67,-0.10,-7.28,-31.21,-134.63,-86.65,-45.84,-24.46,
