,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.
DCC_joint,nan,-61.5349,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_bivariate_loop,nan,-18.5695,49.5209,-,0.0000,0.0000,0.0000,1.,0.0000,0.
SW_cross_validated,nan,-23.0594,35.5636,-7.527,-,0.0000,1.,0.0000,0.0003,0.
SW_15,nan,-47.6839,7.6476,-35.1002,-24.8308,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-24.5262,35.1261,-8.8695,-1.0369,24.2117,-,0.0000,0.0242,0.
SW_60,nan,-20.0585,47.2511,-1.8928,5.8581,33.2881,7.1521,-,0.0000,0.
SW_120,nan,-30.2337,35.023,-13.8339,-4.4861,22.9047,-3.4281,-11.8564,-,0.
sFC,nan,-188.4805,-118.2007,-207.5202,-147.8511,-105.2521,-151.1821,-200.4275,-175.5452,-
