,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.35,1.70,8.07,4.70,2.68,1.64,0.17
DCC_bivariate_loop,,,0.35,,1.27,7.19,4.04,2.16,1.25,0.52
SW_cross_validated,,,1.70,1.27,,5.97,2.74,0.84,0.08,1.88
SW_15,,,8.07,7.19,5.97,,3.57,5.52,5.30,8.31
SW_30,,,4.70,4.04,2.74,3.57,,2.03,2.39,4.91
SW_60,,,2.68,2.16,0.84,5.52,2.03,,0.67,2.88
SW_120,,,1.64,1.25,0.08,5.30,2.39,0.67,,1.80
sFC,,,0.17,0.52,1.88,8.31,4.91,2.88,1.80,
