,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.61,3.15,3.59,4.60,3.73,9.40,12.78,11.64
DCC_joint,,6.61,,4.02,3.38,1.81,3.20,3.71,8.96,7.14
DCC_bivariate_loop,,3.15,4.02,,0.54,1.82,0.71,7.51,11.99,10.61
SW_cross_validated,,3.59,3.38,0.54,,1.29,0.17,6.78,11.17,9.74
SW_15,,4.60,1.81,1.82,1.29,,1.13,4.91,8.97,7.44
SW_30,,3.73,3.20,0.71,0.17,1.13,,6.59,10.99,9.55
SW_60,,9.40,3.71,7.51,6.78,4.91,6.59,,5.95,3.40
SW_120,,12.78,8.96,11.99,11.17,8.97,10.99,5.95,,4.45
sFC,,11.64,7.14,10.61,9.74,7.44,9.55,3.40,4.45,
