,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.79,1.34,0.70,0.82,0.97,1.53,0.38,30.25
DCC_joint,,1.79,,0.56,2.49,1.09,2.57,3.45,2.46,24.64
DCC_bivariate_loop,,1.34,0.56,,2.09,0.56,2.20,3.13,2.03,29.07
SW_cross_validated,,0.70,2.49,2.09,,1.58,0.37,0.77,0.47,33.01
SW_15,,0.82,1.09,0.56,1.58,,1.75,2.60,1.43,31.46
SW_30,,0.97,2.57,2.20,0.37,1.75,,0.25,0.81,27.00
SW_60,,1.53,3.45,3.13,0.77,2.60,0.25,,1.58,45.16
SW_120,,0.38,2.46,2.03,0.47,1.43,0.81,1.58,,48.33
sFC,,30.25,24.64,29.07,33.01,31.46,27.00,45.16,48.33,
