,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,1.451,1.524,0.635,0.311,0.239,0.604,0.706,1.682
1,1.400,2.495,0.431,0.324,0.267,1.607,0.492,1.363
2,0.684,2.710,0.694,0.301,0.258,1.550,0.346,1.810
3,1.487,2.865,0.442,0.203,0.299,1.609,0.413,1.450
4,0.346,1.959,0.445,0.355,0.242,1.580,0.401,1.774
5,1.495,1.644,0.643,0.288,0.165,1.272,0.423,1.840
6,1.487,2.434,0.524,0.350,0.361,1.306,0.270,1.454
7,1.482,1.351,0.667,0.212,0.217,1.358,0.885,1.646
8,0.681,1.130,0.636,0.292,0.241,1.615,0.377,1.334
9,1.269,1.760,0.417,0.215,0.265,0.278,0.483,1.231
10,1.233,1.567,0.568,0.256,0.274,1.776,0.360,1.580
11,1.520,2.657,0.511,0.292,0.239,0.301,0.413,1.508
12,1.229,2.195,0.353,0.221,0.249,1.073,0.370,1.956
13,1.620,2.267,0.514,0.241,0.215,1.423,0.405,1.410
14,1.633,2.424,0.646,0.342,0.186,1.538,0.426,1.931
15,1.645,2.181,0.469,0.317,0.236,1.133,0.264,1.810
16,1.186,2.355,0.547,0.402,0.248,0.863,0.371,1.715
17,0.948,2.528,0.432,0.284,0.159,1.098,0.929,1.589
18,1.387,1.882,0.532,0.325,0.249,1.060,0.674,2.029
19,1.563,2.085,0.558,0.249,0.242,1.332,0.946,1.834
20,1.735,2.051,0.740,0.289,0.237,1.071,0.498,1.225
21,1.292,2.161,0.732,0.228,0.344,1.018,0.633,1.533
22,1.533,2.016,0.445,0.300,0.246,1.530,0.427,1.453
23,1.424,2.368,0.729,0.377,0.300,0.298,0.309,1.627
24,1.441,1.683,0.672,0.363,0.165,0.344,0.329,1.236
25,1.318,2.361,0.544,0.354,0.155,0.989,0.362,1.604
26,1.409,2.363,0.575,0.366,0.236,0.747,0.526,1.783
27,1.588,2.549,0.589,0.294,0.179,1.433,0.911,1.386
28,1.574,2.220,0.577,0.261,0.217,1.452,0.567,1.790
29,1.170,2.657,0.483,0.347,0.268,0.154,0.310,1.805
30,1.444,1.689,0.658,0.335,0.206,0.962,0.306,1.351
31,1.351,2.235,0.388,0.274,0.271,0.565,0.656,1.826
32,0.826,2.275,0.736,0.332,0.221,1.456,0.385,1.627
33,1.410,1.964,0.733,0.347,0.203,1.679,0.397,1.562
34,1.263,2.121,0.550,0.321,0.181,1.231,0.470,1.612
35,0.905,1.395,0.408,0.277,0.332,0.254,0.318,1.810
36,0.956,2.139,0.759,0.323,0.227,1.169,0.454,1.820
37,1.263,2.299,0.618,0.342,0.281,0.522,0.873,1.370
38,0.895,2.443,0.722,0.342,0.190,1.525,0.285,1.507
39,1.123,2.076,0.458,0.172,0.252,1.611,0.666,1.433
40,1.379,1.845,0.567,0.267,0.199,0.296,0.404,1.371
41,1.064,2.522,0.464,0.241,0.179,1.420,0.747,1.143
42,1.577,2.338,0.479,0.293,0.340,0.448,0.712,1.691
43,1.975,1.967,0.758,0.292,0.173,1.529,0.529,1.000
44,1.550,1.743,0.387,0.279,0.348,0.612,0.515,0.841
45,1.434,1.861,0.584,0.306,0.150,1.165,0.459,1.723
46,1.063,2.610,0.694,0.305,0.322,1.308,0.428,1.773
47,1.125,1.740,0.728,0.320,0.288,1.641,0.821,1.558
48,1.680,2.030,0.554,0.254,0.229,1.127,0.466,1.513
49,1.615,2.348,0.533,0.304,0.211,1.517,0.299,2.033
50,1.514,2.519,0.367,0.374,0.256,0.991,0.627,1.366
51,1.507,2.559,0.670,0.339,0.216,1.693,0.453,1.365
52,1.255,2.757,0.622,0.232,0.310,1.399,0.434,1.706
53,1.841,2.680,0.521,0.341,0.211,0.311,0.426,1.906
54,1.432,2.286,0.291,0.212,0.203,1.129,0.430,1.809
55,1.454,2.472,0.667,0.338,0.247,1.191,0.387,1.547
56,1.524,2.285,0.683,0.265,0.253,0.751,0.546,1.574
57,1.514,2.558,0.726,0.312,0.180,1.359,0.424,1.864
