,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,0.901,0.870,1.086,0.828,1.138,0.844,0.940,0.841
1,0.911,0.835,1.011,1.216,1.064,0.805,0.918,0.826
2,0.754,0.832,1.145,1.088,1.902,0.866,1.259,0.840
3,0.827,0.843,1.038,1.228,1.417,0.831,0.839,0.842
4,0.854,0.823,1.096,1.176,1.196,0.821,1.357,0.836
5,0.770,0.864,0.952,1.012,1.123,1.006,0.902,0.823
6,0.843,0.844,1.048,1.050,1.802,0.908,1.106,0.897
7,0.853,0.811,0.997,1.186,1.320,0.801,1.014,0.810
8,0.786,0.909,1.004,1.236,1.013,0.825,1.338,0.857
9,0.818,0.821,1.063,1.000,1.447,0.955,0.834,0.843
10,0.848,0.836,1.207,0.879,1.355,0.844,0.958,0.870
11,0.851,0.816,1.057,1.036,1.003,0.896,0.822,0.841
12,0.834,0.834,0.897,1.035,1.199,0.840,0.936,0.837
13,0.837,0.830,1.111,0.929,1.043,0.835,0.892,0.926
14,0.852,0.846,0.970,1.034,1.018,0.767,1.227,0.852
15,0.822,0.863,1.090,1.082,1.446,1.243,0.861,0.857
16,0.931,0.837,1.080,1.277,0.957,1.061,0.793,0.846
17,0.825,0.838,1.009,1.365,1.378,0.796,0.981,0.832
18,0.837,0.950,1.190,1.292,1.281,0.946,0.969,0.842
19,0.798,0.869,1.206,0.985,1.482,0.929,0.981,0.873
20,0.881,0.818,1.181,1.294,0.983,1.016,0.969,0.870
21,0.859,0.840,1.080,1.153,1.549,0.827,0.922,0.826
22,0.866,0.853,1.059,1.012,1.266,0.857,0.921,0.840
23,0.863,0.837,0.922,1.069,1.369,0.724,0.861,0.825
24,0.850,0.908,1.197,1.051,1.150,0.909,1.457,0.833
25,0.830,0.838,1.222,1.157,1.374,0.866,0.885,0.844
26,0.840,0.818,1.158,0.901,1.058,0.837,0.959,0.864
27,0.864,0.822,0.929,1.165,1.311,0.917,1.004,0.731
28,0.845,0.836,1.093,0.941,1.191,0.877,0.890,0.877
29,0.788,0.813,0.941,1.167,1.110,0.818,1.006,0.840
30,0.840,0.868,1.078,1.274,1.636,0.984,1.062,0.904
31,0.820,0.831,0.966,0.984,1.301,0.843,0.958,0.854
