,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,0.901,0.838,1.025,1.090,1.166,0.913,0.927,0.846
1,0.909,0.837,1.166,1.148,1.210,0.821,0.969,0.800
2,0.660,0.821,1.117,0.971,1.268,0.842,1.047,0.849
3,0.844,0.831,1.015,0.829,1.469,0.864,0.889,0.825
4,0.813,0.822,1.055,1.115,1.310,0.831,1.446,0.831
5,0.796,0.871,1.144,1.043,0.862,0.834,0.975,0.806
6,0.842,0.846,1.016,1.097,1.586,0.910,0.921,0.914
7,0.850,0.777,1.106,0.838,0.972,0.892,0.907,0.837
8,0.816,0.797,1.097,1.131,1.157,0.856,1.219,0.861
9,0.833,0.763,1.092,0.940,1.343,1.142,0.844,0.841
10,0.842,0.790,1.105,0.922,1.515,0.839,1.088,0.885
11,0.853,0.832,1.138,1.041,1.265,0.976,1.162,0.807
12,0.809,0.853,0.900,0.913,1.068,0.790,1.090,0.836
13,0.847,0.830,1.181,1.111,1.247,0.839,0.845,0.901
14,0.823,0.846,0.998,1.070,0.958,0.826,1.366,0.849
15,0.851,0.860,1.056,1.172,1.141,0.830,0.824,0.860
16,0.928,0.843,1.089,1.409,1.100,0.804,0.832,0.844
17,0.822,0.843,1.051,1.019,0.844,0.896,0.941,0.829
18,0.839,0.931,1.193,1.012,1.543,0.945,0.823,0.860
19,0.860,0.856,1.072,1.110,1.310,0.885,0.973,0.874
20,0.881,0.783,1.118,1.112,1.204,0.869,0.961,0.872
21,0.855,0.806,1.096,0.997,1.798,0.734,0.920,0.814
22,0.855,0.828,1.111,1.026,1.311,0.860,0.893,0.824
23,0.856,0.839,1.160,1.268,1.530,1.658,0.968,0.814
24,0.842,0.848,1.094,1.098,0.908,0.834,1.327,0.779
25,0.824,0.822,1.009,1.134,1.001,0.802,0.918,0.837
26,0.844,0.825,1.053,1.005,1.180,0.896,0.943,0.850
27,0.865,0.838,1.091,1.023,0.861,0.917,1.012,0.806
28,0.853,0.837,0.978,1.079,1.057,0.876,0.967,0.879
29,0.812,0.833,0.933,1.166,1.211,0.853,0.997,0.833
30,0.830,0.858,1.020,1.169,0.915,0.895,1.019,0.879
31,0.822,0.826,0.974,1.115,1.238,1.000,0.980,0.848
32,0.745,0.835,1.097,1.039,1.212,0.890,0.787,0.846
33,0.834,0.805,1.115,1.101,1.018,0.829,1.144,0.865
34,0.858,0.851,0.917,1.010,0.998,0.703,1.000,0.888
35,1.054,0.897,1.029,0.926,1.583,1.426,0.952,0.831
36,0.816,0.840,1.245,1.257,1.095,0.951,0.864,0.818
37,0.872,0.838,1.079,0.998,1.347,1.021,0.954,0.904
38,0.773,0.836,1.154,1.146,0.877,0.867,0.781,0.874
39,0.895,0.870,1.051,0.746,1.196,0.856,0.907,0.857
40,0.840,0.875,1.335,1.033,0.956,1.162,1.012,0.859
41,0.862,0.828,1.100,0.937,0.857,0.795,0.941,0.902
42,0.836,0.855,0.968,0.985,1.647,1.108,0.891,0.869
43,0.853,0.818,1.098,0.928,0.973,0.837,1.016,0.765
44,0.818,0.813,1.011,0.914,1.800,0.974,1.011,1.041
45,0.865,0.867,0.952,1.159,0.961,0.793,1.250,0.865
46,0.824,0.830,1.144,1.159,1.375,0.886,1.070,0.857
47,0.858,0.856,1.087,1.148,1.742,0.813,0.954,0.801
48,0.842,0.889,1.096,1.028,1.101,0.938,0.947,0.848
49,0.842,0.818,0.984,1.129,1.149,0.851,0.911,0.853
50,0.843,0.826,0.828,1.241,1.235,0.797,1.021,0.819
51,0.821,0.862,1.026,1.167,1.050,0.841,0.858,0.871
52,0.851,0.844,1.173,0.912,1.381,0.977,0.801,0.893
53,0.868,0.817,1.053,1.208,1.155,1.068,0.975,0.851
54,0.880,0.828,0.903,0.960,0.843,0.845,0.904,0.841
55,0.847,0.823,1.105,1.250,1.240,0.805,0.966,0.835
56,0.846,0.847,1.115,1.086,1.180,0.774,1.019,0.841
57,0.844,0.819,1.092,1.215,1.042,0.746,0.921,0.836
58,0.843,0.887,1.059,1.326,1.211,1.014,0.965,0.863
59,0.832,0.872,1.249,1.086,1.005,0.764,0.996,0.853
60,0.885,0.865,1.093,1.056,1.175,0.887,0.911,0.849
61,0.861,0.836,1.051,1.226,1.303,0.792,1.004,0.826
62,0.875,0.838,1.160,0.935,1.413,0.866,0.913,0.801
63,1.010,0.835,1.034,1.135,1.681,0.832,0.906,0.754
64,0.857,0.827,1.090,1.085,1.002,1.020,1.003,0.862
