,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,1.584,1.705,0.736,0.228,0.200,0.810,0.767,1.974
1,1.247,2.577,0.401,0.267,0.205,1.292,0.606,1.565
2,0.873,2.714,0.590,0.289,0.325,1.398,0.379,1.737
3,1.254,2.864,0.363,0.377,0.271,1.528,0.443,1.629
4,1.033,2.164,0.473,0.274,0.239,1.450,0.399,2.010
5,0.927,1.986,0.532,0.328,0.192,0.314,0.399,2.229
6,1.589,2.341,0.396,0.280,0.362,1.259,0.329,1.334
7,1.325,0.977,0.451,0.267,0.248,0.862,0.462,1.268
8,0.931,1.698,0.424,0.324,0.210,1.608,0.390,1.244
9,1.355,2.319,0.463,0.231,0.288,0.228,0.209,0.783
10,1.222,2.446,0.494,0.218,0.256,1.748,0.443,1.714
11,1.696,2.826,0.657,0.266,0.211,0.379,0.370,1.633
12,1.309,2.358,0.339,0.320,0.205,1.467,0.278,1.987
13,1.512,2.493,0.730,0.286,0.206,1.121,0.758,1.226
14,1.673,2.149,0.531,0.293,0.214,0.838,0.390,1.878
15,1.486,2.603,0.427,0.312,0.270,0.266,0.302,2.016
16,1.107,2.661,0.514,0.355,0.204,1.608,0.696,1.580
17,0.806,2.430,0.460,0.388,0.244,0.726,0.889,1.694
18,1.293,2.037,0.790,0.289,0.267,1.166,0.409,1.610
19,1.079,2.333,0.626,0.287,0.274,1.097,0.965,1.661
20,1.824,2.252,0.446,0.387,0.140,0.700,0.388,1.083
21,1.296,2.355,0.515,0.238,0.301,1.595,0.623,2.126
22,1.734,2.391,0.547,0.250,0.257,1.474,0.410,1.584
23,1.202,2.374,0.255,0.342,0.294,0.791,0.330,2.013
24,1.212,1.464,0.531,0.309,0.229,0.262,0.305,1.461
25,1.287,2.597,0.662,0.347,0.247,1.413,0.351,1.845
26,1.399,2.762,0.471,0.280,0.232,1.289,0.522,1.592
27,1.531,2.563,0.384,0.327,0.260,1.294,0.885,0.996
28,1.392,2.532,0.673,0.268,0.205,1.430,0.679,1.547
29,0.963,2.616,0.469,0.365,0.225,0.130,0.381,2.020
30,1.466,1.718,0.526,0.387,0.317,1.094,0.306,1.345
31,0.993,2.149,0.517,0.204,0.331,0.932,0.742,2.024
32,1.145,2.309,0.593,0.381,0.248,1.166,0.345,1.289
33,1.424,2.496,0.588,0.358,0.275,2.008,0.397,1.534
34,1.271,2.168,0.516,0.326,0.290,1.506,0.245,1.813
35,1.251,1.355,0.478,0.366,0.339,0.308,0.491,1.721
36,1.006,2.439,0.389,0.301,0.219,1.120,0.442,1.910
37,0.976,2.308,0.454,0.228,0.261,0.600,0.805,1.405
38,1.278,2.458,0.657,0.297,0.229,1.197,0.291,1.232
39,0.981,2.062,0.544,0.211,0.267,2.001,0.637,1.458
40,1.396,1.947,0.747,0.254,0.183,0.353,0.569,1.570
41,0.922,2.582,0.417,0.195,0.221,1.415,0.528,0.993
42,1.136,2.255,0.494,0.295,0.333,0.441,0.701,1.590
43,1.622,1.967,0.304,0.342,0.312,1.204,0.544,1.381
44,1.757,1.342,0.504,0.247,0.283,0.547,0.470,0.727
45,1.154,1.947,0.700,0.284,0.158,1.088,0.332,1.812
46,1.204,1.938,0.722,0.350,0.193,0.256,0.404,1.376
47,1.216,1.503,0.444,0.309,0.204,1.519,0.435,1.314
48,1.965,1.989,0.448,0.340,0.197,1.211,0.469,1.604
49,1.453,2.615,0.556,0.348,0.195,1.244,0.423,1.959
50,1.429,2.090,0.326,0.365,0.302,1.025,0.361,1.069
51,1.615,2.585,0.384,0.290,0.232,1.351,0.528,1.472
52,1.165,2.727,0.678,0.251,0.244,1.038,0.520,1.623
53,1.842,1.624,0.473,0.353,0.171,0.423,0.414,2.064
54,1.348,2.213,0.329,0.160,0.262,0.662,0.507,1.828
55,1.282,2.479,0.445,0.321,0.271,0.941,0.280,1.614
56,1.272,2.527,0.548,0.303,0.262,0.686,0.377,1.502
57,1.130,2.257,0.621,0.244,0.223,1.790,0.405,1.707
58,1.134,1.622,0.508,0.329,0.207,0.706,0.829,2.221
59,2.003,1.998,0.607,0.311,0.190,1.841,0.421,1.281
60,1.413,2.228,0.503,0.276,0.244,0.207,0.395,2.133
61,1.183,1.459,0.726,0.221,0.237,0.962,0.455,1.728
62,1.074,2.141,0.592,0.335,0.306,0.441,0.307,2.018
63,1.225,2.582,0.440,0.249,0.230,1.632,0.274,1.779
64,1.317,2.664,0.429,0.290,0.232,0.736,0.517,1.747
65,1.188,2.020,0.620,0.227,0.263,0.166,0.354,1.742
66,1.370,2.466,0.691,0.285,0.135,1.575,0.392,2.339
67,1.328,2.438,0.621,0.276,0.284,1.274,0.408,1.289
68,0.938,2.151,0.660,0.355,0.287,1.493,0.246,1.594
