,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.76,0.42,2.92,7.62,4.13,3.01,14.99,20.67
DCC_joint,,4.76,,4.40,0.02,4.15,0.36,1.68,7.53,10.57
DCC_bivariate_loop,,0.42,4.40,,2.99,7.27,4.01,2.91,11.97,15.01
SW_cross_validated,,2.92,0.02,2.99,,3.14,0.24,1.10,4.25,5.43
SW_15,,7.62,4.15,7.27,3.14,,3.41,5.39,0.30,1.47
SW_30,,4.13,0.36,4.01,0.24,3.41,,1.73,5.27,7.04
SW_60,,3.01,1.68,2.91,1.10,5.39,1.73,,9.82,13.37
SW_120,,14.99,7.53,11.97,4.25,0.30,5.27,9.82,,3.34
sFC,,20.67,10.57,15.01,5.43,1.47,7.04,13.37,3.34,
