,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.3613e-01,6.7985e-01,8.6517e-13,1.3233e-19,2.3129e-17,8.7576e-15,1.4868e-12,1.4704e-02
DCC_joint,,1.3613e-01,,3.2873e-01,4.3855e-13,1.5003e-19,2.3494e-17,6.4875e-15,7.0884e-13,3.2880e-01
DCC_bivariate_loop,,6.7985e-01,3.2873e-01,,5.9113e-12,6.5944e-19,1.6321e-16,6.8857e-14,8.5707e-12,6.2225e-02
SW_cross_validated,,8.6517e-13,4.3855e-13,5.9113e-12,,2.1014e-17,3.1691e-13,3.0539e-06,8.5057e-01,4.7195e-14
SW_15,,1.3233e-19,1.5003e-19,6.5944e-19,2.1014e-17,,6.9198e-12,4.8336e-16,4.2751e-17,4.3771e-20
SW_30,,2.3129e-17,2.3494e-17,1.6321e-16,3.1691e-13,6.9198e-12,,2.5562e-10,8.6545e-13,4.5434e-18
SW_60,,8.7576e-15,6.4875e-15,6.8857e-14,3.0539e-06,4.8336e-16,2.5562e-10,,9.5147e-06,8.5816e-16
SW_120,,1.4868e-12,7.0884e-13,8.5707e-12,8.5057e-01,4.2751e-17,8.6545e-13,9.5147e-06,,8.4674e-14
sFC,,1.4704e-02,3.2880e-01,6.2225e-02,4.7195e-14,4.3771e-20,4.5434e-18,8.5816e-16,8.4674e-14,
