,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
37,1.346,1.113,0.356,0.248,0.131,0.162,0.162,0.311,0.217,1.742,1.369
38,1.568,2.189,0.453,0.205,0.171,0.162,0.162,0.229,0.272,1.776,1.369
39,1.612,2.208,0.715,0.263,0.164,0.162,0.162,0.196,0.308,1.371,1.369
40,1.005,2.159,0.371,0.283,0.149,0.162,0.162,0.212,0.281,1.522,1.369
41,1.237,2.389,0.689,0.191,0.126,0.162,0.162,0.218,0.297,1.665,1.369
42,1.131,2.515,0.649,0.161,0.142,0.162,0.162,0.207,0.303,0.793,1.369
43,1.156,2.309,0.592,0.178,0.127,0.162,0.162,0.126,0.270,1.717,1.369
44,1.604,2.441,0.361,0.282,0.132,0.162,0.162,0.273,0.287,1.510,1.369
45,0.453,2.346,0.586,0.203,0.140,0.162,0.162,0.322,0.300,2.017,1.369
46,1.283,2.212,0.446,0.223,0.163,0.162,0.162,0.195,0.321,0.981,1.369
47,1.697,2.377,0.404,0.164,0.153,0.162,0.162,0.151,0.285,1.815,1.369
48,0.536,2.120,0.546,0.196,0.186,0.162,0.162,0.313,0.245,1.907,1.369
49,0.866,2.164,0.350,0.223,0.156,0.162,0.162,0.177,0.288,0.758,1.369
50,1.256,2.029,0.640,0.205,0.189,0.162,0.162,0.243,0.300,1.627,1.369
51,1.283,1.313,0.640,0.235,0.134,0.162,0.162,0.248,0.311,1.619,1.369
52,1.035,1.775,0.339,0.229,0.138,0.162,0.162,0.166,0.291,1.907,1.369
53,0.644,2.318,0.566,0.187,0.160,0.162,0.162,0.202,0.316,1.713,1.369
54,0.921,1.842,0.623,0.168,0.162,0.162,0.162,0.186,0.256,1.191,1.369
55,1.196,2.146,0.700,0.185,0.171,0.162,0.162,0.235,0.275,0.605,1.369
56,1.777,2.145,0.672,0.199,0.118,0.162,0.162,0.163,0.278,0.933,1.369
57,1.641,2.212,0.657,0.174,0.154,0.162,0.162,0.162,0.282,1.794,1.369
58,1.316,1.434,0.749,0.290,0.176,0.162,0.162,0.305,0.192,1.453,1.369
59,1.369,2.113,0.641,0.184,0.176,0.162,0.162,0.188,0.308,1.732,1.369
60,1.369,2.524,0.492,0.170,0.155,0.162,0.162,0.222,0.268,1.409,1.369
61,1.506,2.218,0.704,0.206,0.190,0.162,0.162,0.297,0.306,0.995,1.369
62,1.186,2.380,0.451,0.218,0.184,0.162,0.162,0.187,0.296,1.866,1.369
63,1.293,1.287,0.707,0.191,0.143,0.162,0.162,0.195,0.251,1.556,1.369
64,1.451,2.072,0.771,0.211,0.159,0.162,0.162,0.185,0.231,0.604,1.369
65,0.353,1.926,0.579,0.281,0.173,0.162,0.162,0.162,0.305,1.911,1.369
66,1.041,1.835,0.308,0.338,0.143,0.162,0.162,0.173,0.321,1.577,1.369
67,1.244,1.448,0.708,0.292,0.126,0.162,0.162,0.224,0.311,0.191,1.369
68,1.446,2.066,0.465,0.237,0.170,0.162,0.162,0.216,0.281,1.926,1.369
69,1.444,2.265,0.702,0.204,0.130,0.162,0.162,0.213,0.284,1.667,1.369
70,0.301,2.418,0.691,0.191,0.126,0.162,0.162,0.182,0.285,0.911,1.369
71,1.380,1.406,0.355,0.203,0.129,0.162,0.162,0.284,0.225,1.429,1.369
72,1.279,2.413,0.369,0.196,0.150,0.162,0.162,0.147,0.298,1.802,1.369
73,0.961,2.095,0.698,0.219,0.135,0.162,0.162,0.270,0.296,1.899,1.369
74,1.142,1.841,0.280,0.244,0.186,0.162,0.162,0.187,0.218,1.324,1.369
75,0.441,2.077,0.672,0.203,0.185,0.162,0.162,0.234,0.249,1.302,1.369
76,0.394,2.451,0.720,0.225,0.186,0.162,0.162,0.304,0.166,1.999,1.369
77,0.308,1.623,0.627,0.180,0.157,0.162,0.162,0.236,0.282,0.422,1.369
78,1.550,2.179,0.452,0.181,0.123,0.162,0.162,0.217,0.257,1.606,1.369
79,1.540,2.313,0.672,0.180,0.117,0.162,0.162,0.189,0.308,1.809,1.369
80,1.577,2.266,0.652,0.242,0.146,0.162,0.162,0.173,0.290,1.364,1.369
81,1.402,1.151,0.701,0.293,0.146,0.162,0.162,0.251,0.302,2.079,1.369
82,1.416,1.379,0.388,0.244,0.165,0.162,0.162,0.263,0.321,1.906,1.369
83,1.662,2.257,0.653,0.197,0.144,0.162,0.162,0.199,0.204,1.812,1.369
84,1.412,2.069,0.693,0.212,0.165,0.162,0.162,0.171,0.258,1.380,1.369
85,1.379,2.108,0.707,0.364,0.194,0.162,0.162,0.160,0.322,2.147,1.369
86,0.783,2.526,0.644,0.149,0.182,0.162,0.162,0.145,0.257,1.865,1.369
87,0.491,2.034,0.606,0.299,0.195,0.162,0.162,0.247,0.311,1.651,1.369
88,1.457,1.896,0.669,0.198,0.176,0.162,0.162,0.183,0.173,1.858,1.369
89,1.183,2.384,0.642,0.200,0.166,0.162,0.162,0.217,0.281,1.862,1.369
90,1.108,2.040,0.624,0.244,0.124,0.162,0.162,0.150,0.265,2.091,1.369
91,1.477,1.930,0.511,0.213,0.142,0.162,0.162,0.247,0.222,1.550,1.369
92,1.603,2.273,0.404,0.229,0.116,0.162,0.162,0.314,0.292,1.765,1.369
93,1.404,2.497,0.687,0.228,0.164,0.162,0.162,0.198,0.245,1.501,1.369
94,1.379,1.317,0.511,0.191,0.185,0.162,0.162,0.168,0.290,1.579,1.369
95,1.536,2.225,0.630,0.237,0.166,0.162,0.162,0.277,0.329,1.973,1.369
96,1.271,2.497,0.498,0.204,0.168,0.162,0.162,0.265,0.238,1.566,1.369
97,1.275,2.357,0.378,0.171,0.155,0.162,0.162,0.182,0.277,2.012,1.369
98,1.417,1.769,0.442,0.208,0.120,0.162,0.162,0.239,0.247,0.573,1.369
99,1.429,2.682,0.451,0.188,0.200,0.162,0.162,0.183,0.303,1.245,1.369
100,1.273,2.416,0.689,0.181,0.139,0.162,0.162,0.158,0.285,1.593,1.369
101,1.583,1.974,0.734,0.270,0.158,0.162,0.162,0.181,0.295,1.263,1.369
102,1.023,2.447,0.643,0.268,0.156,0.162,0.162,0.270,0.309,1.550,1.369
103,0.556,2.222,0.668,0.158,0.129,0.162,0.162,0.186,0.299,1.578,1.369
104,1.100,1.906,0.700,0.290,0.118,0.162,0.162,0.166,0.278,1.401,1.369
105,1.389,1.661,0.608,0.205,0.137,0.162,0.162,0.169,0.331,1.624,1.369
106,1.161,2.423,0.629,0.168,0.215,0.162,0.162,0.175,0.306,1.817,1.369
107,1.295,2.028,0.358,0.169,0.145,0.162,0.162,0.270,0.336,1.874,1.369
108,1.501,2.202,0.634,0.311,0.157,0.162,0.162,0.285,0.278,2.016,1.369
109,1.354,2.225,0.635,0.240,0.198,0.162,0.162,0.248,0.309,1.501,1.369
110,1.465,2.282,0.748,0.177,0.188,0.162,0.162,0.252,0.287,1.864,1.369
111,1.312,1.138,0.479,0.192,0.153,0.162,0.162,0.248,0.287,1.406,1.369
112,1.612,2.110,0.440,0.212,0.163,0.162,0.162,0.226,0.297,1.628,1.369
113,1.505,2.358,0.444,0.280,0.127,0.162,0.162,0.156,0.311,0.616,1.369
114,1.291,2.345,0.692,0.195,0.131,0.162,0.162,0.311,0.315,0.373,1.369
115,1.300,2.321,0.638,0.212,0.134,0.162,0.162,0.259,0.287,1.801,1.369
116,1.795,2.719,0.619,0.207,0.167,0.162,0.162,0.187,0.292,1.439,1.369
117,1.339,1.487,0.473,0.274,0.136,0.162,0.162,0.175,0.175,2.008,1.369
118,1.435,1.895,0.584,0.183,0.165,0.162,0.162,0.135,0.268,1.668,1.369
119,1.056,2.203,0.683,0.213,0.148,0.162,0.162,0.192,0.293,1.576,1.369
120,1.355,2.396,0.426,0.210,0.180,0.162,0.162,0.179,0.209,1.568,1.369
121,1.436,2.473,0.477,0.194,0.189,0.162,0.162,0.189,0.335,2.075,1.369
122,1.182,2.623,0.422,0.159,0.175,0.162,0.162,0.327,0.284,1.539,1.369
123,0.891,2.169,0.687,0.295,0.160,0.162,0.162,0.189,0.293,1.971,1.369
124,1.402,2.423,0.286,0.177,0.154,0.162,0.162,0.142,0.280,2.160,1.369
125,1.649,1.152,0.438,0.240,0.179,0.162,0.162,0.218,0.307,1.638,1.369
126,1.401,1.870,0.581,0.200,0.179,0.162,0.162,0.173,0.274,1.856,1.369
127,1.254,2.337,0.696,0.190,0.159,0.162,0.162,0.258,0.267,1.442,1.369
128,1.002,1.795,0.299,0.294,0.153,0.162,0.162,0.176,0.283,1.948,1.369
129,1.337,2.342,0.521,0.227,0.171,0.162,0.162,0.142,0.291,1.613,1.369
130,0.870,2.138,0.580,0.228,0.204,0.162,0.162,0.167,0.267,1.418,1.369
131,1.155,2.125,0.761,0.180,0.156,0.162,0.162,0.146,0.276,1.422,1.369
132,1.400,1.820,0.627,0.268,0.153,0.162,0.162,0.153,0.300,1.344,1.369
133,0.383,2.028,0.431,0.237,0.172,0.162,0.162,0.186,0.278,1.657,1.369
134,1.048,2.081,0.618,0.166,0.184,0.162,0.162,0.164,0.348,1.608,1.369
135,1.016,2.232,0.663,0.224,0.152,0.162,0.162,0.188,0.294,1.801,1.369
136,1.549,2.392,0.734,0.235,0.136,0.162,0.162,0.207,0.289,1.832,1.369
137,1.510,0.923,0.693,0.286,0.144,0.162,0.162,0.137,0.309,1.902,1.369
138,1.280,1.306,0.446,0.237,0.178,0.162,0.162,0.210,0.291,1.710,1.369
139,1.417,2.271,0.438,0.271,0.141,0.162,0.162,0.237,0.274,1.506,1.369
140,0.928,2.676,0.654,0.201,0.164,0.162,0.162,0.242,0.354,1.736,1.369
141,1.383,1.457,0.736,0.223,0.185,0.162,0.162,0.216,0.272,1.472,1.369
142,1.497,2.063,0.503,0.205,0.162,0.162,0.162,0.184,0.231,1.475,1.369
143,1.476,2.303,0.438,0.218,0.120,0.162,0.162,0.122,0.314,1.755,1.369
144,1.490,2.054,0.471,0.187,0.201,0.162,0.162,0.166,0.297,1.384,1.369
145,1.348,2.060,0.603,0.232,0.162,0.162,0.162,0.170,0.286,1.782,1.369
146,1.349,1.546,0.619,0.203,0.171,0.162,0.162,0.187,0.277,0.794,1.369
147,1.528,2.131,0.696,0.238,0.140,0.162,0.162,0.178,0.273,1.735,1.369
148,0.595,1.959,0.659,0.256,0.135,0.162,0.162,0.195,0.294,1.606,1.369
149,1.480,2.490,0.625,0.264,0.157,0.162,0.162,0.166,0.308,1.550,1.369
150,1.034,2.264,0.393,0.304,0.197,0.162,0.162,0.187,0.284,1.706,1.369
151,1.271,2.319,0.643,0.237,0.153,0.162,0.162,0.168,0.288,0.443,1.369
152,1.567,2.244,0.594,0.292,0.166,0.162,0.162,0.236,0.318,1.736,1.369
153,1.224,2.130,0.613,0.292,0.130,0.162,0.162,0.179,0.307,1.899,1.369
154,0.955,1.922,0.406,0.195,0.154,0.162,0.162,0.189,0.285,1.993,1.369
155,1.564,2.069,0.369,0.350,0.147,0.162,0.162,0.150,0.290,1.475,1.369
156,1.419,2.117,0.289,0.212,0.154,0.162,0.162,0.167,0.297,1.371,1.369
157,1.240,2.329,0.626,0.253,0.169,0.162,0.162,0.266,0.294,1.682,1.369
158,1.244,1.702,0.436,0.195,0.128,0.162,0.162,0.181,0.234,0.429,1.369
159,1.616,1.238,0.448,0.174,0.130,0.162,0.162,0.182,0.322,1.503,1.369
160,0.666,1.657,0.726,0.186,0.138,0.162,0.162,0.187,0.303,1.975,1.369
161,1.208,2.417,0.640,0.179,0.156,0.162,0.162,0.170,0.294,1.600,1.369
162,1.395,1.946,0.699,0.164,0.185,0.162,0.162,0.190,0.317,1.606,1.369
163,1.429,2.309,0.707,0.226,0.171,0.162,0.162,0.205,0.247,1.655,1.369
164,1.793,2.278,0.508,0.293,0.143,0.162,0.162,0.257,0.293,1.946,1.369
165,1.364,2.503,0.646,0.194,0.127,0.162,0.162,0.297,0.288,1.905,1.369
166,1.524,2.345,0.404,0.197,0.184,0.162,0.162,0.201,0.317,1.507,1.369
167,1.469,2.464,0.705,0.217,0.174,0.162,0.162,0.176,0.184,1.371,1.369
168,1.654,2.168,0.467,0.208,0.168,0.162,0.162,0.213,0.291,1.541,1.369
169,1.425,1.751,0.612,0.219,0.173,0.162,0.162,0.268,0.290,1.912,1.369
170,1.524,2.237,0.708,0.174,0.163,0.162,0.162,0.257,0.282,1.804,1.369
171,1.370,2.555,0.344,0.189,0.150,0.162,0.162,0.172,0.329,1.975,1.369
172,1.214,2.336,0.345,0.153,0.171,0.162,0.162,0.147,0.316,1.964,1.369
173,1.462,1.891,0.681,0.277,0.135,0.162,0.162,0.283,0.269,1.227,1.369
174,1.439,2.213,0.690,0.187,0.150,0.162,0.162,0.233,0.297,1.431,1.369
175,1.465,1.418,0.718,0.199,0.163,0.162,0.162,0.167,0.309,1.881,1.369
176,1.551,1.453,0.460,0.197,0.160,0.162,0.162,0.237,0.248,1.436,1.369
177,1.476,2.579,0.405,0.228,0.155,0.162,0.162,0.296,0.205,1.785,1.369
178,1.457,1.588,0.668,0.222,0.164,0.162,0.162,0.173,0.322,1.493,1.369
179,1.346,1.966,0.662,0.242,0.161,0.162,0.162,0.263,0.275,1.355,1.369
180,1.489,2.344,0.469,0.222,0.164,0.162,0.162,0.150,0.291,1.543,1.369
181,1.634,0.883,0.677,0.151,0.129,0.162,0.162,0.186,0.211,1.790,1.369
182,1.534,1.392,0.585,0.248,0.148,0.162,0.162,0.222,0.329,1.613,1.369
183,1.466,2.232,0.421,0.227,0.147,0.162,0.162,0.307,0.267,1.424,1.369
184,1.210,2.105,0.699,0.200,0.214,0.162,0.162,0.256,0.257,1.547,1.369
185,1.515,1.891,0.458,0.403,0.169,0.162,0.162,0.173,0.308,1.469,1.369
186,1.095,2.515,0.698,0.281,0.115,0.162,0.162,0.247,0.292,1.870,1.369
187,1.243,2.328,0.691,0.227,0.168,0.162,0.162,0.144,0.312,1.649,1.369
188,1.360,1.797,0.406,0.188,0.136,0.162,0.162,0.315,0.300,1.617,1.369
189,1.292,1.920,0.473,0.317,0.151,0.162,0.162,0.190,0.270,1.623,1.369
190,1.559,2.220,0.660,0.206,0.172,0.162,0.162,0.185,0.251,1.166,1.369
191,1.611,2.235,0.479,0.155,0.160,0.162,0.162,0.184,0.259,1.511,1.369
192,1.405,2.083,0.412,0.276,0.172,0.162,0.162,0.219,0.349,0.539,1.369
193,1.815,2.386,0.690,0.255,0.193,0.162,0.162,0.310,0.272,0.889,1.369
194,1.546,2.492,0.273,0.178,0.140,0.162,0.162,0.158,0.313,1.650,1.369
195,1.253,1.567,0.582,0.265,0.121,0.162,0.162,0.153,0.313,1.482,1.369
196,1.337,2.121,0.656,0.270,0.150,0.162,0.162,0.231,0.235,1.607,1.369
197,1.630,2.663,0.572,0.184,0.136,0.162,0.162,0.196,0.217,1.743,1.369
198,1.359,2.179,0.756,0.161,0.144,0.162,0.162,0.208,0.254,1.810,1.369
199,1.091,2.144,0.605,0.245,0.162,0.162,0.162,0.175,0.274,1.369,1.369
