,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,0.888,0.873,1.200,1.159,0.984,0.943,0.943,0.975,0.932,0.876,0.881
1,0.878,0.869,1.133,1.051,1.171,0.943,0.943,1.286,0.690,0.852,0.881
2,0.854,0.831,1.132,0.903,1.071,0.943,0.943,1.351,0.830,0.832,0.881
3,0.859,0.863,1.105,1.256,0.846,0.943,0.943,0.952,0.794,0.862,0.881
4,0.898,0.883,1.095,0.940,0.850,0.943,0.943,0.988,0.946,0.888,0.881
5,0.920,0.834,1.084,1.036,1.075,0.943,0.943,0.900,0.774,0.870,0.881
6,0.859,0.823,1.207,1.093,0.911,0.943,0.943,0.936,0.806,0.849,0.881
7,0.749,0.834,1.363,1.120,0.795,0.943,0.943,1.249,0.870,0.855,0.881
8,0.853,0.855,0.823,1.133,1.003,0.943,0.943,0.912,0.801,0.874,0.881
9,0.858,0.843,1.288,1.130,1.183,0.943,0.943,0.977,1.344,0.854,0.881
10,0.848,0.841,1.126,1.060,0.930,0.943,0.943,1.305,0.817,0.860,0.881
11,0.854,0.830,1.104,1.189,0.842,0.943,0.943,0.891,0.892,0.848,0.881
12,0.886,0.884,0.987,0.894,0.927,0.943,0.943,1.050,0.997,0.858,0.881
13,0.911,0.834,1.116,0.787,1.074,0.943,0.943,0.945,0.716,0.837,0.881
14,0.875,0.833,1.168,1.165,1.007,0.943,0.943,0.994,1.009,0.893,0.881
15,0.865,0.932,1.103,0.936,1.174,0.943,0.943,1.450,0.830,0.869,0.881
16,0.849,0.846,1.021,1.090,1.066,0.943,0.943,0.893,0.818,0.832,0.881
17,0.871,0.842,1.061,0.989,0.747,0.943,0.943,1.029,0.864,0.904,0.881
18,0.877,0.853,1.129,1.177,0.806,0.943,0.943,0.993,0.958,0.920,0.881
19,0.925,0.871,1.068,1.054,0.977,0.943,0.943,0.912,0.836,0.880,0.881
20,0.863,0.858,1.112,1.002,1.276,0.943,0.943,1.094,0.731,0.865,0.881
21,0.851,0.850,1.128,1.189,0.887,0.943,0.943,0.954,0.776,0.833,0.881
22,0.916,1.015,1.075,1.037,0.994,0.943,0.943,1.021,0.778,0.873,0.881
23,0.876,0.835,1.105,1.057,1.061,0.943,0.943,0.922,0.900,0.895,0.881
24,0.857,0.858,1.033,1.125,1.041,0.943,0.943,0.861,0.820,0.906,0.881
25,0.906,0.780,1.114,1.026,0.960,0.943,0.943,1.129,0.947,0.833,0.881
26,0.872,0.835,1.088,1.249,0.937,0.943,0.943,1.300,0.883,0.859,0.881
27,0.861,0.888,0.978,1.005,0.910,0.943,0.943,1.295,1.100,0.862,0.881
28,0.888,0.886,1.191,0.849,0.871,0.943,0.943,0.974,0.893,1.126,0.881
29,0.860,0.786,1.163,1.212,0.971,0.943,0.943,1.163,1.052,0.852,0.881
30,0.864,0.850,1.109,1.158,0.822,0.943,0.943,0.954,1.251,0.889,0.881
31,0.873,0.843,1.183,1.050,1.005,0.943,0.943,1.081,0.765,0.838,0.881
32,0.886,0.857,1.046,1.109,1.060,0.943,0.943,0.881,1.387,0.850,0.881
33,0.748,0.865,1.014,1.226,1.079,0.943,0.943,0.942,0.937,0.882,0.881
34,0.871,0.835,1.186,1.047,0.850,0.943,0.943,0.998,1.061,0.847,0.881
35,0.895,0.852,1.005,0.991,0.803,0.943,0.943,0.897,0.842,0.865,0.881
36,0.860,0.867,0.947,1.088,0.998,0.943,0.943,1.015,0.865,0.893,0.881
37,0.857,0.778,0.987,0.958,0.860,0.943,0.943,1.210,1.173,0.867,0.881
38,0.891,0.870,1.070,0.998,0.927,0.943,0.943,1.235,0.873,0.899,0.881
39,0.858,0.825,1.178,0.965,0.905,0.943,0.943,0.891,0.846,0.896,0.881
40,0.932,0.816,1.200,1.009,0.828,0.943,0.943,0.938,0.867,0.831,0.881
41,0.851,0.836,1.149,0.920,0.767,0.943,0.943,0.981,0.979,0.859,0.881
42,0.880,0.863,1.110,0.988,0.859,0.943,0.943,0.963,0.853,0.727,0.881
43,0.955,0.846,0.998,1.017,0.964,0.943,0.943,0.855,0.960,0.851,0.881
44,0.867,0.861,1.010,1.012,0.809,0.943,0.943,1.151,0.856,0.863,0.881
45,0.779,0.850,1.159,0.836,0.837,0.943,0.943,1.476,0.985,0.866,0.881
46,0.905,0.831,1.112,1.144,0.895,0.943,0.943,1.203,0.963,0.887,0.881
47,0.802,0.830,0.975,1.070,0.879,0.943,0.943,0.930,0.724,0.913,0.881
48,0.784,0.855,1.023,0.848,0.896,0.943,0.943,1.481,0.911,0.862,0.881
49,0.872,0.858,0.976,1.071,0.920,0.943,0.943,0.989,0.888,0.746,0.881
50,0.845,0.820,1.032,1.050,1.032,0.943,0.943,1.121,0.978,0.840,0.881
51,0.882,0.771,1.097,0.988,0.773,0.943,0.943,1.157,0.970,0.851,0.881
52,0.864,0.842,0.993,1.182,0.782,0.943,0.943,0.929,0.890,0.900,0.881
53,0.757,0.840,0.964,0.955,1.046,0.943,0.943,0.925,0.791,0.862,0.881
54,0.907,0.891,1.065,1.188,0.855,0.943,0.943,0.889,1.186,0.815,0.881
55,0.917,0.875,1.169,0.942,0.965,0.943,0.943,1.233,0.983,0.877,0.881
56,0.869,0.840,1.095,1.146,0.742,0.943,0.943,0.954,0.762,0.815,0.881
57,0.859,0.881,1.123,1.078,0.952,0.943,0.943,0.982,0.962,0.886,0.881
58,0.856,0.776,1.147,1.094,0.920,0.943,0.943,1.255,1.200,0.844,0.881
59,0.850,0.847,1.143,1.124,0.906,0.943,0.943,1.007,0.937,0.859,0.881
60,0.891,0.859,1.043,0.896,1.132,0.943,0.943,1.072,0.927,0.895,0.881
61,0.852,0.832,1.119,1.074,1.160,0.943,0.943,1.532,0.915,1.027,0.881
62,0.850,0.849,1.081,1.070,0.961,0.943,0.943,1.032,0.822,0.866,0.881
63,0.885,0.702,1.159,0.818,0.835,0.943,0.943,0.967,0.777,0.841,0.881
64,0.916,0.921,1.185,0.982,0.861,0.943,0.943,0.992,1.323,0.852,0.881
65,0.775,0.833,1.034,0.978,0.926,0.943,0.943,0.917,0.890,0.858,0.881
66,0.900,0.819,0.988,1.224,0.839,0.943,0.943,0.947,0.812,0.814,0.881
67,0.866,0.757,1.121,1.113,0.761,0.943,0.943,1.150,0.895,0.856,0.881
68,0.860,0.844,1.088,1.136,1.012,0.943,0.943,1.021,0.839,0.847,0.881
69,0.861,0.848,1.095,0.910,0.812,0.943,0.943,0.939,0.925,0.876,0.881
70,0.790,0.896,1.064,1.113,0.729,0.943,0.943,0.900,0.854,0.871,0.881
71,0.849,0.776,0.931,1.112,0.817,0.943,0.943,1.239,1.000,0.875,0.881
72,0.865,0.835,1.126,1.076,0.975,0.943,0.943,0.974,0.774,0.845,0.881
73,0.827,0.852,1.184,0.882,0.855,0.943,0.943,1.333,0.777,0.878,0.881
74,0.845,0.836,0.878,0.984,1.001,0.943,0.943,0.976,0.791,0.848,0.881
75,0.855,0.824,1.091,1.046,0.980,0.943,0.943,1.047,1.082,0.843,0.881
76,0.768,0.881,1.110,0.966,0.988,0.943,0.943,1.352,1.212,0.860,0.881
77,0.848,0.862,1.021,0.779,0.930,0.943,0.943,1.168,0.780,0.825,0.881
78,0.852,0.851,1.087,1.051,1.059,0.943,0.943,0.932,0.763,0.872,0.881
79,0.901,0.832,1.043,1.122,0.785,0.943,0.943,0.896,0.923,0.865,0.881
80,0.895,0.838,1.079,0.999,1.207,0.943,0.943,1.059,0.987,0.866,0.881
81,0.837,0.804,1.082,1.174,0.802,0.943,0.943,1.182,0.840,0.862,0.881
82,0.865,0.820,1.063,1.090,1.146,0.943,0.943,1.353,0.807,0.869,0.881
83,0.880,0.853,1.051,1.013,0.959,0.943,0.943,1.022,1.112,0.857,0.881
84,0.807,0.817,1.094,1.139,0.936,0.943,0.943,0.933,0.836,0.851,0.881
85,0.880,0.827,1.166,1.111,0.988,0.943,0.943,0.976,0.939,0.858,0.881
86,0.857,0.863,1.060,0.780,1.001,0.943,0.943,0.978,1.349,0.863,0.881
87,0.780,0.873,1.090,1.112,1.172,0.943,0.943,0.960,0.832,0.844,0.881
88,0.848,0.836,1.102,1.098,1.189,0.943,0.943,1.021,1.299,0.859,0.881
89,0.836,0.854,1.010,1.047,0.972,0.943,0.943,0.963,0.866,0.894,0.881
90,0.880,0.855,1.211,1.236,0.891,0.943,0.943,0.920,0.810,0.859,0.881
91,0.853,0.876,1.133,0.890,0.834,0.943,0.943,1.310,0.884,0.872,0.881
92,0.877,0.856,0.966,0.969,0.869,0.943,0.943,1.182,1.009,0.911,0.881
93,0.853,0.864,1.074,1.221,1.048,0.943,0.943,1.084,0.860,0.822,0.881
94,0.873,0.769,1.055,1.035,0.966,0.943,0.943,0.977,1.049,0.830,0.881
95,0.849,0.856,1.040,1.079,0.924,0.943,0.943,1.455,0.870,0.859,0.881
96,0.878,0.838,1.173,1.217,0.900,0.943,0.943,1.325,0.700,0.850,0.881
97,0.896,0.870,0.989,1.058,0.808,0.943,0.943,0.937,0.950,0.861,0.881
98,0.900,0.860,1.041,0.910,1.008,0.943,0.943,1.193,0.915,0.913,0.881
99,0.883,0.853,0.998,1.026,1.083,0.943,0.943,0.959,0.819,0.853,0.881
100,0.899,0.846,1.090,1.218,0.878,0.943,0.943,0.911,0.712,0.796,0.881
101,0.855,0.808,1.135,0.943,0.951,0.943,0.943,1.032,0.891,0.840,0.881
102,0.934,0.851,1.078,1.013,0.995,0.943,0.943,1.317,0.869,0.855,0.881
103,0.751,0.861,1.034,0.952,1.053,0.943,0.943,0.926,0.737,0.842,0.881
104,0.863,0.804,1.115,1.057,0.815,0.943,0.943,0.912,0.704,0.844,0.881
105,0.897,0.783,1.065,1.108,0.845,0.943,0.943,0.967,0.813,0.852,0.881
106,0.860,0.865,1.053,0.949,1.056,0.943,0.943,0.902,0.902,0.877,0.881
107,0.905,0.858,1.049,0.972,0.948,0.943,0.943,1.400,0.778,0.887,0.881
108,0.855,0.855,1.042,0.993,0.997,0.943,0.943,1.394,0.900,0.861,0.881
