,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
36,0.847,0.842,0.926,0.956,1.243,0.934,0.934,1.025,0.988,0.877,0.874
37,0.876,0.835,0.957,1.091,0.971,0.934,0.934,1.019,0.814,0.865,0.874
38,0.878,0.793,1.071,1.155,1.048,0.934,0.934,1.126,0.904,0.882,0.874
39,0.848,0.695,1.161,0.941,0.917,0.934,0.934,0.906,0.913,0.883,0.874
40,0.958,0.806,1.105,1.110,0.973,0.934,0.934,1.130,1.132,0.835,0.874
41,0.846,0.805,1.083,0.950,0.897,0.934,0.934,0.946,1.127,0.848,0.874
42,0.900,0.828,1.051,1.143,1.189,0.934,0.934,0.893,0.925,0.860,0.874
43,0.956,0.813,1.024,0.815,0.892,0.934,0.934,0.853,0.817,0.843,0.874
44,0.855,0.824,1.008,1.245,0.897,0.934,0.934,0.911,0.862,0.860,0.874
45,0.860,0.791,1.097,0.970,0.908,0.934,0.934,0.865,0.891,0.842,0.874
46,0.901,0.846,1.194,0.974,1.171,0.934,0.934,0.943,0.938,0.910,0.874
47,0.887,0.800,1.094,1.126,1.013,0.934,0.934,0.894,0.833,0.901,0.874
48,0.885,0.863,1.049,1.071,0.988,0.934,0.934,0.855,0.964,0.848,0.874
49,0.890,0.848,1.198,1.034,0.927,0.934,0.934,0.910,1.026,0.880,0.874
50,0.846,0.810,1.002,1.083,1.081,0.934,0.934,1.454,0.985,0.837,0.874
51,0.870,0.844,1.192,1.215,1.093,0.934,0.934,1.289,0.860,0.842,0.874
52,0.868,0.783,1.082,1.047,1.020,0.934,0.934,1.342,0.871,0.895,0.874
53,0.854,0.819,1.007,0.873,0.936,0.934,0.934,0.842,0.890,0.854,0.874
54,0.908,0.864,1.135,1.261,1.055,0.934,0.934,1.076,0.843,0.838,0.874
55,0.929,0.872,1.014,1.015,1.219,0.934,0.934,0.952,0.859,0.860,0.874
56,0.851,0.806,1.022,1.065,0.974,0.934,0.934,1.022,0.880,0.816,0.874
57,0.837,0.827,1.017,0.987,1.248,0.934,0.934,0.828,1.005,0.874,0.874
58,0.852,0.828,1.515,1.088,0.885,0.934,0.934,1.102,0.883,0.843,0.874
59,0.851,0.826,1.233,0.963,1.024,0.934,0.934,0.910,1.105,0.850,0.874
60,0.888,0.826,1.083,1.161,1.135,0.934,0.934,0.909,0.849,0.914,0.874
61,0.851,0.801,1.197,0.867,1.051,0.934,0.934,1.189,0.991,0.877,0.874
62,0.849,0.850,1.241,1.328,1.042,0.934,0.934,0.845,0.912,0.853,0.874
63,0.893,0.800,1.144,0.882,0.978,0.934,0.934,0.974,0.871,0.828,0.874
64,0.897,0.871,0.963,1.145,1.094,0.934,0.934,0.915,0.807,0.902,0.874
65,0.860,0.813,0.890,1.016,1.043,0.934,0.934,0.919,0.865,0.842,0.874
66,0.895,0.817,0.985,1.278,1.036,0.934,0.934,0.811,0.781,0.823,0.874
67,0.869,0.769,1.187,1.027,1.030,0.934,0.934,0.894,0.863,0.886,0.874
68,0.842,0.829,0.973,0.973,1.082,0.934,0.934,0.929,0.963,0.836,0.874
69,0.856,0.827,1.162,1.188,0.931,0.934,0.934,0.847,0.938,0.855,0.874
70,0.874,0.859,1.061,0.910,1.079,0.934,0.934,0.886,0.876,0.887,0.874
71,0.851,0.837,1.034,1.279,0.955,0.934,0.934,0.989,1.091,0.877,0.874
72,0.857,0.784,1.173,0.932,1.184,0.934,0.934,1.194,0.875,0.838,0.874
73,0.832,0.828,1.124,1.054,1.169,0.934,0.934,0.842,1.239,0.859,0.874
74,0.839,0.844,1.073,0.762,1.063,0.934,0.934,0.957,1.093,0.871,0.874
75,0.838,0.816,1.042,1.120,1.075,0.934,0.934,0.882,0.884,0.856,0.874
76,0.852,0.840,1.009,1.188,1.119,0.934,0.934,0.920,0.967,0.823,0.874
77,0.885,0.883,0.991,0.980,1.106,0.934,0.934,1.259,0.893,0.836,0.874
78,0.839,0.833,1.025,0.766,0.902,0.934,0.934,0.857,0.762,0.862,0.874
79,0.899,0.758,1.079,1.325,0.925,0.934,0.934,0.853,0.955,0.842,0.874
80,0.884,0.836,1.134,0.926,0.882,0.934,0.934,0.825,0.802,0.867,0.874
81,0.843,0.891,1.039,1.336,0.935,0.934,0.934,0.891,0.908,0.837,0.874
82,0.844,0.868,1.257,1.035,1.074,0.934,0.934,0.905,0.902,0.846,0.874
83,0.865,0.760,1.136,1.015,1.124,0.934,0.934,0.950,1.019,0.830,0.874
84,0.875,0.825,1.102,1.420,0.922,0.934,0.934,0.876,0.904,0.856,0.874
85,0.866,0.869,1.041,0.990,1.100,0.934,0.934,1.019,0.946,0.837,0.874
86,0.876,0.755,1.107,0.939,0.883,0.934,0.934,0.891,0.798,0.860,0.874
87,0.867,0.835,1.153,1.125,0.971,0.934,0.934,0.932,0.951,0.858,0.874
88,0.836,0.845,1.105,1.453,1.227,0.934,0.934,0.849,0.850,0.846,0.874
89,0.868,0.809,1.056,0.946,1.128,0.934,0.934,0.985,0.830,0.890,0.874
90,0.894,0.835,1.249,1.137,0.850,0.934,0.934,0.916,0.797,0.837,0.874
91,0.850,0.853,1.163,0.865,1.122,0.934,0.934,1.054,0.848,0.847,0.874
92,0.865,0.832,1.057,1.035,0.956,0.934,0.934,0.798,1.060,0.902,0.874
93,0.855,0.700,0.948,1.228,1.192,0.934,0.934,0.894,0.827,0.837,0.874
94,0.865,0.844,1.245,1.432,0.918,0.934,0.934,0.962,0.927,0.825,0.874
95,0.841,0.855,1.085,1.127,1.068,0.934,0.934,0.833,0.877,0.846,0.874
96,0.884,0.810,1.488,1.075,0.925,0.934,0.934,0.924,0.854,0.848,0.874
97,0.911,0.843,1.144,1.233,0.948,0.934,0.934,0.971,0.926,0.846,0.874
98,0.896,0.849,1.102,1.097,1.161,0.934,0.934,0.865,1.250,0.906,0.874
99,0.873,0.745,1.084,1.086,0.916,0.934,0.934,0.883,1.157,0.859,0.874
100,0.903,0.808,1.290,1.091,0.881,0.934,0.934,1.044,1.396,0.804,0.874
101,0.846,0.807,0.973,1.141,1.271,0.934,0.934,0.985,0.898,0.850,0.874
102,0.953,0.812,0.946,1.141,0.934,0.934,0.934,0.938,0.895,0.863,0.874
103,0.852,0.822,1.159,1.026,1.162,0.934,0.934,0.880,0.821,0.833,0.874
104,0.872,0.807,1.110,1.085,0.865,0.934,0.934,0.846,0.821,0.845,0.874
105,0.893,0.798,1.090,1.052,0.925,0.934,0.934,0.914,0.862,0.840,0.874
106,0.869,0.775,1.075,1.069,0.983,0.934,0.934,0.803,0.869,0.850,0.874
107,0.890,0.840,0.985,1.034,0.951,0.934,0.934,1.644,0.828,0.866,0.874
108,0.846,0.831,1.009,1.051,0.971,0.934,0.934,0.902,0.885,0.834,0.874
109,0.838,0.692,1.205,1.030,1.213,0.934,0.934,1.094,1.043,0.904,0.874
110,0.845,0.829,1.182,1.126,1.024,0.934,0.934,0.812,0.975,0.841,0.874
111,0.854,0.821,1.170,1.330,1.057,0.934,0.934,0.862,0.932,0.857,0.874
112,0.856,0.803,1.079,1.015,1.249,0.934,0.934,0.899,0.936,0.863,0.874
113,0.864,0.820,0.951,1.204,1.130,0.934,0.934,1.101,0.998,0.880,0.874
114,0.870,0.827,1.248,0.917,0.993,0.934,0.934,0.955,0.927,0.883,0.874
115,0.874,0.789,1.162,0.929,1.119,0.934,0.934,0.826,0.847,0.853,0.874
116,0.862,0.814,1.273,0.967,0.939,0.934,0.934,1.200,0.922,0.854,0.874
117,0.848,0.797,1.090,0.915,1.072,0.934,0.934,0.882,0.919,0.872,0.874
118,0.838,0.704,1.203,1.014,1.183,0.934,0.934,0.937,0.806,0.878,0.874
119,0.897,0.744,1.019,0.895,1.005,0.934,0.934,0.969,1.049,0.838,0.874
120,0.890,0.834,1.175,1.096,0.977,0.934,0.934,1.349,0.867,0.831,0.874
121,0.889,0.745,1.281,1.072,0.940,0.934,0.934,1.466,1.033,0.866,0.874
122,0.897,0.810,1.312,0.967,1.161,0.934,0.934,0.951,1.160,0.837,0.874
123,0.888,0.668,1.096,1.093,0.753,0.934,0.934,0.917,0.816,0.857,0.874
124,0.839,0.804,0.976,1.216,1.071,0.934,0.934,0.853,0.824,0.851,0.874
125,0.850,0.823,1.132,1.112,1.118,0.934,0.934,0.897,0.786,0.888,0.874
126,0.910,0.824,1.144,1.042,0.997,0.934,0.934,0.862,0.869,0.842,0.874
127,0.865,0.814,1.161,1.107,1.023,0.934,0.934,0.865,0.843,0.873,0.874
128,0.854,0.860,0.882,1.083,0.954,0.934,0.934,0.963,0.901,0.860,0.874
129,0.840,0.836,1.124,1.101,1.139,0.934,0.934,0.844,1.076,0.847,0.874
130,0.874,0.807,1.053,0.969,0.903,0.934,0.934,0.800,0.864,0.860,0.874
131,0.843,0.826,1.140,0.891,0.974,0.934,0.934,1.284,0.777,0.893,0.874
132,0.856,0.737,0.974,1.301,1.306,0.934,0.934,0.874,0.970,0.881,0.874
133,0.892,0.791,1.020,1.096,1.060,0.934,0.934,0.830,0.987,0.836,0.874
134,0.865,0.777,0.931,0.886,1.148,0.934,0.934,0.870,0.858,0.830,0.874
135,0.897,0.819,0.929,1.245,0.951,0.934,0.934,0.876,0.864,0.845,0.874
136,0.885,0.829,1.133,1.007,1.039,0.934,0.934,1.042,0.836,0.886,0.874
137,0.855,0.844,1.030,1.396,0.967,0.934,0.934,0.907,0.925,0.847,0.874
138,0.813,0.861,0.878,0.961,1.281,0.934,0.934,0.829,0.812,0.922,0.874
139,0.831,0.810,1.181,1.264,1.052,0.934,0.934,0.842,0.984,0.841,0.874
140,0.879,0.803,1.144,1.126,1.162,0.934,0.934,1.709,0.852,0.895,0.874
141,0.872,0.798,1.059,1.193,1.110,0.934,0.934,0.973,1.046,0.851,0.874
142,0.855,0.795,1.125,1.175,0.988,0.934,0.934,0.894,0.926,0.850,0.874
143,0.871,0.790,1.191,1.063,0.892,0.934,0.934,0.954,0.940,0.830,0.874
144,0.846,0.861,0.989,1.132,0.988,0.934,0.934,1.705,0.861,0.866,0.874
145,0.864,0.841,1.057,1.106,1.265,0.934,0.934,0.921,0.863,0.855,0.874
146,0.854,0.956,1.136,0.980,0.976,0.934,0.934,0.841,0.812,0.805,0.874
147,0.864,0.773,1.112,1.060,1.169,0.934,0.934,0.926,0.977,0.852,0.874
148,0.846,0.850,0.981,1.055,1.197,0.934,0.934,1.185,0.867,0.828,0.874
149,0.895,0.873,1.122,0.939,1.214,0.934,0.934,1.269,0.912,0.851,0.874
150,0.894,0.844,1.102,0.834,1.271,0.934,0.934,0.964,0.906,0.860,0.874
151,0.872,0.836,0.993,1.059,0.973,0.934,0.934,0.909,0.814,0.911,0.874
152,0.847,0.852,1.104,1.523,0.901,0.934,0.934,0.899,0.783,0.842,0.874
153,0.887,0.820,1.163,1.179,1.021,0.934,0.934,0.823,0.804,0.856,0.874
154,0.912,0.834,1.214,1.151,1.115,0.934,0.934,0.902,1.144,0.852,0.874
155,0.889,0.832,1.095,1.177,0.995,0.934,0.934,0.857,0.990,0.910,0.874
156,0.835,0.830,1.055,0.957,1.193,0.934,0.934,0.990,0.791,0.960,0.874
157,0.860,0.804,0.926,1.113,1.183,0.934,0.934,0.893,0.865,0.850,0.874
158,0.859,0.893,1.037,1.086,1.218,0.934,0.934,0.883,0.933,0.869,0.874
159,0.855,0.879,1.087,1.038,1.078,0.934,0.934,0.927,0.951,0.867,0.874
160,0.843,0.815,1.217,0.998,1.140,0.934,0.934,0.933,0.877,0.839,0.874
161,0.843,0.803,1.056,0.968,1.141,0.934,0.934,1.012,0.986,0.790,0.874
162,0.896,0.760,1.112,1.169,1.204,0.934,0.934,0.989,0.896,0.845,0.874
163,0.846,0.837,0.986,0.898,1.119,0.934,0.934,1.052,0.888,0.882,0.874
164,0.870,0.828,1.113,0.869,1.046,0.934,0.934,1.167,0.882,0.851,0.874
165,0.874,0.806,0.960,0.910,1.119,0.934,0.934,1.446,0.760,0.840,0.874
166,0.881,0.909,0.963,1.089,1.095,0.934,0.934,0.951,0.888,0.842,0.874
167,0.854,0.842,1.215,1.232,1.161,0.934,0.934,0.849,0.813,0.864,0.874
168,0.863,0.839,1.035,0.984,0.889,0.934,0.934,0.914,0.912,0.863,0.874
169,0.897,0.751,1.090,1.145,1.036,0.934,0.934,0.940,0.925,0.852,0.874
170,0.850,0.833,1.119,0.894,1.012,0.934,0.934,0.840,0.867,0.844,0.874
171,0.866,0.794,1.076,1.074,1.068,0.934,0.934,0.857,0.844,0.854,0.874
172,0.918,0.813,1.141,1.168,0.967,0.934,0.934,0.878,1.076,0.833,0.874
173,0.864,0.826,1.322,1.106,1.135,0.934,0.934,0.908,0.979,0.900,0.874
174,0.847,0.813,1.198,1.109,0.879,0.934,0.934,0.897,0.882,0.821,0.874
175,0.872,0.851,1.103,0.908,1.098,0.934,0.934,1.738,0.876,0.846,0.874
176,0.846,0.845,0.959,1.134,1.155,0.934,0.934,0.861,0.839,0.861,0.874
177,0.848,0.817,1.083,0.997,1.031,0.934,0.934,1.106,0.926,0.856,0.874
178,0.847,0.812,1.121,1.086,1.246,0.934,0.934,0.888,0.808,0.846,0.874
179,0.884,0.857,1.187,0.921,1.004,0.934,0.934,0.897,1.105,0.827,0.874
180,0.857,0.818,1.117,1.004,1.186,0.934,0.934,0.966,0.844,0.831,0.874
181,0.847,0.806,1.069,1.131,1.282,0.934,0.934,1.122,0.862,0.849,0.874
182,0.848,0.809,1.069,0.784,1.116,0.934,0.934,0.881,0.896,0.839,0.874
183,0.921,0.686,1.101,1.049,1.117,0.934,0.934,0.977,0.878,0.845,0.874
184,0.858,0.860,1.069,0.975,1.252,0.934,0.934,0.971,0.866,0.847,0.874
185,0.867,0.811,1.208,1.114,1.020,0.934,0.934,0.820,0.958,0.898,0.874
186,0.878,0.806,1.090,1.021,1.163,0.934,0.934,0.903,0.880,0.879,0.874
187,0.876,0.872,1.170,1.337,1.068,0.934,0.934,0.906,0.979,0.885,0.874
188,0.839,0.842,1.115,1.149,1.020,0.934,0.934,1.046,0.890,0.866,0.874
189,0.852,0.819,1.036,1.127,0.918,0.934,0.934,0.889,0.990,0.861,0.874
190,0.854,0.861,0.981,1.057,1.088,0.934,0.934,1.692,0.845,0.839,0.874
191,0.878,0.802,0.975,1.109,1.007,0.934,0.934,1.018,0.999,0.826,0.874
192,0.857,0.823,1.121,1.119,1.018,0.934,0.934,1.018,1.126,0.757,0.874
193,0.848,0.837,1.009,1.223,0.983,0.934,0.934,0.903,0.820,0.831,0.874
194,0.860,0.811,0.985,1.001,1.014,0.934,0.934,0.938,0.957,0.866,0.874
195,0.898,0.827,0.919,0.893,1.050,0.934,0.934,0.877,0.862,0.848,0.874
196,0.863,0.802,1.322,1.207,1.056,0.934,0.934,0.916,0.803,0.841,0.874
197,0.876,0.815,1.014,1.103,0.925,0.934,0.934,1.576,0.828,0.831,0.874
198,0.846,0.826,1.071,1.224,1.077,0.934,0.934,1.057,0.859,0.869,0.874
199,0.902,0.900,1.064,1.173,0.934,0.934,0.934,0.870,0.837,0.874,0.874
