,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,5.2095e-01,3.4793e-22,,8.1370e-138,9.2967e-51,3.0264e-27,1.9497e-85,0.0000e+00
SVWP,5.2095e-01,,1.6807e-18,,6.8826e-132,1.3829e-45,2.8304e-23,7.8730e-79,0.0000e+00
DCC_joint,3.4793e-22,1.6807e-18,,,8.9442e-111,2.1745e-15,6.7409e-02,6.5124e-47,0.0000e+00
SW_cross_validated,,,,,,,,,
SW_15,8.1370e-138,6.8826e-132,8.9442e-111,,,2.2741e-74,3.6276e-101,1.1881e-48,0.0000e+00
SW_30,9.2967e-51,1.3829e-45,2.1745e-15,,2.2741e-74,,8.6419e-10,1.5501e-12,0.0000e+00
SW_60,3.0264e-27,2.8304e-23,6.7409e-02,,3.6276e-101,8.6419e-10,,5.3441e-37,0.0000e+00
SW_120,1.9497e-85,7.8730e-79,6.5124e-47,,1.1881e-48,1.5501e-12,5.3441e-37,,0.0000e+00
sFC,0.0000e+00,0.0000e+00,0.0000e+00,,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,
