,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,1.2148e-09,1.3786e-45,,1.6646e-68,2.8062e-06,2.2890e-14,4.3835e-203,6.8377e-229
SVWP,1.2148e-09,,1.6122e-02,,3.7157e-10,2.3487e-04,2.8217e-02,7.9332e-83,5.8696e-92
DCC_joint,1.3786e-45,1.6122e-02,,,2.0168e-14,8.4242e-31,8.1743e-22,6.2332e-184,1.3745e-224
SW_cross_validated,,,,,,,,,
SW_15,1.6646e-68,3.7157e-10,2.0168e-14,,,3.4475e-56,1.9227e-48,1.4081e-127,4.7616e-156
SW_30,2.8062e-06,2.3487e-04,8.4242e-31,,3.4475e-56,,1.2277e-03,1.9009e-210,1.4734e-244
SW_60,2.2890e-14,2.8217e-02,8.1743e-22,,1.9227e-48,1.2277e-03,,8.6557e-218,2.1373e-260
SW_120,4.3835e-203,7.9332e-83,6.2332e-184,,1.4081e-127,1.9009e-210,8.6557e-218,,1.4047e-07
sFC,6.8377e-229,5.8696e-92,1.3745e-224,,4.7616e-156,1.4734e-244,2.1373e-260,1.4047e-07,
