,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,-0.10,10.23,16.32,77.17,55.80,38.17,25.04,8.49
SVWP,-0.10,,10.32,16.38,77.20,55.86,38.24,25.11,8.58
DCC_joint,10.23,10.32,,7.56,59.28,39.47,23.64,13.57,-2.39
SW_cross_validated,16.32,16.38,7.56,,40.01,23.56,10.81,3.75,-9.87
SW_15,77.17,77.20,59.28,40.01,,-23.94,-41.87,-44.58,-67.17
SW_30,55.80,55.86,39.47,23.56,-23.94,,-18.49,-24.36,-45.89
SW_60,38.17,38.24,23.64,10.81,-41.87,-18.49,,-8.45,-28.59
SW_120,25.04,25.11,13.57,3.75,-44.58,-24.36,-8.45,,-16.94
sFC,8.49,8.58,-2.39,-9.87,-67.17,-45.89,-28.59,-16.94,
