,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,-0.06,-15.82,,33.86,10.17,5.44,20.99,-7.49
SVWP,-0.06,,-15.71,,33.86,10.19,5.47,20.99,-7.37
DCC_joint,-15.82,-15.71,,,41.08,18.95,15.65,31.42,11.69
SW_cross_validated,,,,,,,,,
SW_15,33.86,33.86,41.08,,,-20.32,-25.83,-17.42,-38.05
SW_30,10.17,10.19,18.95,,-20.32,,-4.56,5.62,-14.19
SW_60,5.44,5.47,15.65,,-25.83,-4.56,,11.53,-9.97
SW_120,20.99,20.99,31.42,,-17.42,5.62,11.53,,-27.22
sFC,-7.49,-7.37,11.69,,-38.05,-14.19,-9.97,-27.22,
