,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,177,105,49,25,23,27,23,47,31,175,163
1,167,75,45,39,29,27,23,41,37,157,169
2,147,179,39,37,27,29,25,55,27,171,41
3,109,177,47,31,27,25,25,73,43,179,131
4,175,177,39,41,29,29,23,69,29,117,149
5,177,179,45,37,31,25,27,77,37,171,117
6,147,147,49,31,27,21,21,85,73,177,61
7,109,169,31,31,31,25,25,51,73,179,97
8,173,93,29,45,39,25,29,41,33,43,145
9,91,123,27,29,35,23,21,67,25,179,59
