,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,6.9829e-03,2.2572e-04,2.9540e-09,4.1420e-04,1.8048e-02,2.6866e-04,6.8102e-01
DCC_bivariate_loop,,,6.9829e-03,,8.0696e-06,6.0586e-10,2.9565e-05,3.0040e-03,5.8984e-05,8.1912e-03
SW_cross_validated,,,2.2572e-04,8.0696e-06,,8.6865e-06,4.7235e-01,7.4802e-01,2.4603e-02,1.0905e-04
SW_15,,,2.9540e-09,6.0586e-10,8.6865e-06,,1.7476e-04,1.4271e-03,2.2020e-01,1.8569e-09
SW_30,,,4.1420e-04,2.9565e-05,4.7235e-01,1.7476e-04,,8.5575e-01,7.5287e-02,2.5640e-04
SW_60,,,1.8048e-02,3.0040e-03,7.4802e-01,1.4271e-03,8.5575e-01,,9.2212e-02,1.4211e-02
SW_120,,,2.6866e-04,5.8984e-05,2.4603e-02,2.2020e-01,7.5287e-02,9.2212e-02,,2.1420e-04
sFC,,,6.8102e-01,8.1912e-03,1.0905e-04,1.8569e-09,2.5640e-04,1.4211e-02,2.1420e-04,
