,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.9723e-05,2.3455e-03,1.0047e-03,2.4722e-16,2.5452e-12,2.4092e-09,2.3920e-06,2.2633e-02
DCC_joint,,6.9723e-05,,3.0372e-04,2.2321e-08,2.5026e-26,4.1105e-22,1.7241e-19,5.2350e-13,1.4819e-03
DCC_bivariate_loop,,2.3455e-03,3.0372e-04,,2.2451e-07,7.2081e-26,1.8318e-21,1.2395e-18,4.8275e-12,2.5041e-01
SW_cross_validated,,1.0047e-03,2.2321e-08,2.2451e-07,,2.3881e-13,3.4237e-08,3.8407e-04,1.2168e-01,2.3047e-06
SW_15,,2.4722e-16,2.5026e-26,7.2081e-26,2.3881e-13,,1.0997e-17,1.8962e-20,2.9300e-16,7.2966e-21
SW_30,,2.5452e-12,4.1105e-22,1.8318e-21,3.4237e-08,1.0997e-17,,2.7378e-11,7.5171e-10,5.0020e-17
SW_60,,2.4092e-09,1.7241e-19,1.2395e-18,3.8407e-04,1.8962e-20,2.7378e-11,,8.2985e-04,2.5217e-14
SW_120,,2.3920e-06,5.2350e-13,4.8275e-12,1.2168e-01,2.9300e-16,7.5171e-10,8.2985e-04,,3.9508e-10
sFC,,2.2633e-02,1.4819e-03,2.5041e-01,2.3047e-06,7.2966e-21,5.0020e-17,2.5217e-14,3.9508e-10,
