,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.8446e-05,5.3089e-04,9.1717e-05,6.2443e-17,4.4236e-13,9.0776e-10,1.9315e-06,1.7405e-02
DCC_joint,,2.8446e-05,,4.8154e-03,5.8814e-10,7.2467e-25,7.8101e-22,2.7208e-19,7.0348e-13,1.9046e-04
DCC_bivariate_loop,,5.3089e-04,4.8154e-03,,3.1700e-09,2.1764e-25,3.1417e-22,1.7256e-19,2.7786e-12,2.7416e-02
SW_cross_validated,,9.1717e-05,5.8814e-10,3.1700e-09,,1.3086e-14,2.7460e-09,4.0122e-04,3.3479e-01,6.9304e-08
SW_15,,6.2443e-17,7.2467e-25,2.1764e-25,1.3086e-14,,3.1473e-18,1.2199e-21,8.9950e-17,4.2551e-22
SW_30,,4.4236e-13,7.8101e-22,3.1417e-22,2.7460e-09,3.1473e-18,,5.8681e-14,7.2481e-11,1.1735e-18
SW_60,,9.0776e-10,2.7208e-19,1.7256e-19,4.0122e-04,1.2199e-21,5.8681e-14,,3.1605e-04,1.0142e-15
SW_120,,1.9315e-06,7.0348e-13,2.7786e-12,3.3479e-01,8.9950e-17,7.2481e-11,3.1605e-04,,1.6704e-10
sFC,,1.7405e-02,1.9046e-04,2.7416e-02,6.9304e-08,4.2551e-22,1.1735e-18,1.0142e-15,1.6704e-10,
