,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.28,2.21,2.61,15.90,8.98,5.47,3.96,0.08
DCC_joint,,2.28,,0.04,5.56,59.26,29.74,15.43,13.36,3.89
DCC_bivariate_loop,,2.21,0.04,,5.38,42.42,23.56,13.49,11.42,3.52
SW_cross_validated,,2.61,5.56,5.38,,11.15,4.90,1.87,0.40,3.05
SW_15,,15.90,59.26,42.42,11.15,,18.33,19.10,24.73,26.27
SW_30,,8.98,29.74,23.56,4.90,18.33,,5.70,9.46,14.13
SW_60,,5.47,15.43,13.49,1.87,19.10,5.70,,2.69,7.89
SW_120,,3.96,13.36,11.42,0.40,24.73,9.46,2.69,,5.82
sFC,,0.08,3.89,3.52,3.05,26.27,14.13,7.89,5.82,
