,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,0.847,0.807,0.906,0.896,0.875,0.900,0.923,0.831
1,0.755,0.837,0.997,1.104,0.811,0.909,0.977,0.845
2,0.949,0.854,0.875,0.893,1.108,0.890,0.832,0.862
3,0.848,0.847,0.871,0.902,0.802,0.894,1.087,0.865
4,0.859,0.847,0.979,0.839,0.781,0.954,1.026,0.846
5,0.856,0.916,0.883,0.981,0.771,0.826,0.949,0.832
6,0.885,0.839,0.829,0.857,0.704,0.862,0.919,0.818
7,0.939,0.844,0.958,0.845,0.850,0.831,0.798,0.938
8,0.853,0.894,0.833,0.837,0.911,1.080,1.027,0.821
9,0.830,0.894,0.920,0.734,0.881,0.867,0.894,0.856
10,0.882,0.853,1.096,0.904,0.856,0.840,0.879,0.842
11,0.837,1.032,0.904,0.803,0.791,0.897,0.983,0.840
12,0.874,0.883,0.746,0.816,0.764,0.815,0.895,0.843
13,0.856,0.841,0.878,0.823,0.843,0.855,0.876,0.892
14,0.852,0.886,0.895,0.799,0.842,0.777,1.003,0.900
15,0.849,0.815,0.896,0.931,0.704,0.892,0.949,0.915
16,0.833,0.830,0.905,0.835,0.885,0.799,1.028,0.842
17,0.853,0.898,0.874,0.808,0.878,0.874,0.896,0.851
18,0.825,0.911,0.819,1.006,1.023,0.874,0.837,0.833
19,0.911,0.811,1.109,0.870,1.695,0.882,0.964,0.831
20,0.823,0.858,0.893,0.828,0.997,0.899,0.979,0.837
21,0.840,0.843,0.885,0.850,0.767,0.841,0.847,0.886
22,0.845,0.857,0.938,0.856,0.819,0.923,0.992,0.869
23,0.915,0.877,1.041,0.913,0.905,0.867,0.894,0.837
24,0.844,1.086,0.930,0.907,0.783,0.689,0.949,0.816
25,0.887,0.797,0.900,0.871,0.827,1.253,0.857,0.861
26,0.841,0.972,1.048,0.785,0.804,0.910,0.885,0.877
27,0.844,0.847,0.904,0.808,0.839,0.843,0.929,0.857
28,0.853,1.012,0.808,0.824,0.822,0.848,1.125,0.857
29,0.867,0.900,0.983,0.821,0.900,0.804,1.029,0.887
30,0.974,1.005,1.105,0.855,0.808,0.828,0.908,0.896
31,0.769,0.853,0.843,0.843,0.917,0.833,0.958,0.804
32,1.003,0.856,0.851,0.840,0.856,0.821,1.068,0.839
33,0.845,0.847,0.897,0.931,1.008,0.880,0.913,0.849
34,0.870,0.905,0.952,0.913,0.901,0.959,0.999,0.844
35,0.865,1.029,1.027,0.901,0.809,0.896,0.951,0.868
36,0.841,0.776,0.915,0.774,0.905,0.840,0.898,0.845
37,0.847,0.838,0.846,0.847,0.813,0.799,0.922,0.830
38,0.910,0.877,0.920,0.886,1.300,0.851,1.087,0.866
39,0.851,0.842,1.023,0.884,0.814,0.864,0.985,0.898
40,0.879,0.865,0.910,0.826,0.814,0.841,0.944,0.844
41,0.917,0.842,0.981,0.826,0.835,0.867,0.897,0.820
42,0.857,0.846,0.950,0.851,0.815,0.822,0.968,0.862
43,0.876,0.832,0.841,0.830,0.869,0.855,0.986,0.823
44,0.834,0.850,0.956,0.896,0.771,0.803,0.989,0.860
45,0.839,0.820,0.891,0.951,0.833,0.877,0.966,0.820
46,0.837,0.856,0.863,0.716,0.835,0.911,0.990,0.777
47,0.876,0.842,0.957,0.871,0.851,0.841,0.940,0.853
48,0.747,1.052,1.015,0.918,0.971,0.924,1.346,0.887
49,0.827,0.873,0.843,0.865,0.848,0.737,1.050,0.789
50,0.874,0.961,0.983,0.792,0.797,0.832,0.907,0.814
51,0.864,0.887,0.960,0.880,0.812,0.808,0.959,0.854
52,0.862,0.841,0.948,0.856,0.806,0.834,0.923,0.844
53,0.830,0.882,0.864,0.891,0.900,0.775,0.918,0.758
54,0.861,0.861,1.103,0.779,0.850,0.897,1.106,0.864
55,0.873,0.767,0.963,0.916,0.857,0.714,0.800,0.900
56,0.863,0.845,1.131,1.014,0.777,0.878,1.140,0.947
57,0.818,1.032,0.971,1.011,0.892,1.189,0.935,0.817
58,0.916,0.807,0.869,0.840,0.898,1.156,0.905,0.912
59,0.927,0.823,0.863,0.875,0.961,0.829,0.851,0.846
60,0.846,0.776,0.880,0.911,0.742,0.868,0.950,0.853
61,0.796,0.922,0.899,0.869,0.876,0.823,1.008,0.817
62,0.830,0.980,1.061,0.886,0.911,0.828,0.849,0.834
63,0.881,0.874,0.851,0.849,0.913,1.007,0.976,0.877
64,0.887,0.913,0.859,0.837,1.018,0.841,0.975,0.835
65,0.859,0.879,0.881,0.835,0.797,0.867,1.081,0.845
66,0.832,0.859,0.844,0.888,0.766,0.788,1.167,0.879
67,0.810,0.919,1.068,0.806,0.781,0.858,0.996,0.951
68,0.834,0.819,0.862,0.951,0.709,0.862,1.047,0.897
69,0.881,0.893,0.935,0.926,0.721,0.846,0.817,0.843
70,0.706,1.004,0.942,0.784,0.818,0.930,1.006,0.859
71,0.870,0.967,0.914,0.882,0.813,0.883,1.132,0.839
72,0.821,0.958,0.914,0.820,0.741,1.112,0.970,0.847
73,0.871,0.900,0.877,0.869,1.207,0.888,0.826,0.912
74,0.844,0.878,0.873,1.047,1.156,0.884,0.854,0.855
75,0.840,0.830,0.965,1.087,0.938,0.882,0.969,0.762
76,0.917,0.798,0.955,0.879,0.822,0.825,0.917,0.867
77,0.848,0.886,0.835,0.903,0.804,0.874,0.948,0.856
78,0.846,0.804,0.898,0.910,0.845,0.789,0.937,0.779
79,0.830,0.916,0.912,0.884,0.833,0.812,0.994,0.864
80,0.926,0.924,0.952,0.827,0.866,0.679,0.924,0.867
81,0.861,0.848,0.934,0.803,0.799,0.854,1.100,0.833
82,0.951,0.873,0.935,0.854,0.847,0.794,0.898,0.811
83,0.839,0.842,0.920,0.891,0.776,0.709,1.025,0.824
84,0.864,0.808,0.891,0.796,0.867,0.884,0.868,0.849
85,0.870,0.837,0.896,0.821,0.871,0.894,1.020,0.908
86,0.852,0.850,0.875,0.839,0.764,0.813,0.971,0.900
87,0.852,0.866,0.870,0.882,0.865,0.795,1.057,0.861
88,0.861,0.880,0.930,0.852,0.932,0.809,0.915,0.809
89,0.884,0.871,0.835,0.983,0.863,0.743,0.926,0.867
90,0.868,0.874,0.883,0.839,0.792,0.845,1.068,0.835
91,0.859,0.854,0.938,0.781,0.777,0.815,0.885,0.846
92,0.848,0.823,0.905,0.892,0.874,0.861,1.148,0.879
93,0.836,0.818,0.886,0.928,0.888,0.791,1.066,0.825
94,0.870,0.924,0.849,0.855,0.934,0.817,0.980,0.841
95,0.935,0.953,0.869,0.898,0.854,0.879,0.933,0.867
96,0.876,0.845,0.915,0.993,0.882,0.841,0.916,0.847
97,0.935,0.838,0.911,1.054,0.866,0.832,1.086,0.875
98,0.810,1.206,0.881,1.010,0.870,0.895,0.890,0.897
99,0.858,0.958,0.805,0.901,0.878,0.826,0.816,0.824
100,0.856,1.103,1.053,0.910,0.775,0.795,0.865,0.826
101,0.983,0.852,0.930,0.882,0.803,0.848,0.870,0.845
102,0.900,0.911,0.876,0.832,0.782,0.985,0.925,0.763
103,0.880,0.864,0.889,1.058,0.765,0.839,0.928,0.844
104,0.806,0.921,0.826,0.920,0.829,0.888,0.861,0.806
105,0.851,1.024,0.824,0.862,0.902,0.671,0.873,0.865
106,0.850,0.912,1.013,0.925,0.781,0.723,0.859,0.876
107,0.902,1.274,0.903,0.904,0.857,0.822,1.031,0.830
108,0.853,0.851,0.939,1.066,0.760,0.913,0.897,0.841
109,0.893,0.823,0.924,0.824,0.850,0.757,0.801,0.851
110,0.838,0.873,0.916,0.909,0.759,0.712,0.856,0.844
111,0.847,0.924,0.988,0.943,0.707,0.826,1.229,0.833
112,0.846,0.755,0.830,1.069,0.690,0.878,0.958,0.899
113,0.818,0.829,0.900,0.801,1.245,0.835,0.967,0.851
114,0.909,0.822,0.820,0.913,0.854,0.927,0.975,0.832
115,0.845,0.825,0.895,0.893,0.763,0.795,0.958,0.851
116,0.860,0.918,0.842,0.861,0.842,0.737,0.909,0.860
117,0.860,0.850,1.096,1.016,0.889,0.713,1.016,0.869
118,0.770,0.897,0.905,0.881,0.812,0.919,0.898,0.855
119,0.859,0.709,0.906,0.814,0.852,0.689,0.923,0.822
120,0.809,0.861,0.955,0.910,0.738,0.806,0.886,0.826
121,0.709,0.866,0.892,0.892,0.769,0.886,0.940,0.835
122,0.787,0.961,0.862,0.850,0.882,0.806,0.971,0.881
123,0.915,0.826,0.968,0.865,0.936,0.866,1.021,0.851
124,0.848,0.866,0.864,0.905,0.883,0.825,0.914,0.846
125,0.854,0.975,0.896,0.812,0.811,0.896,0.927,0.827
126,0.845,0.871,1.036,0.983,0.864,0.679,0.854,0.950
127,0.821,1.104,0.895,0.919,0.821,0.755,1.034,0.858
128,0.835,0.856,0.925,0.842,0.977,0.868,0.969,0.903
129,0.857,0.917,0.988,0.920,0.827,0.913,0.939,0.858
130,0.847,0.873,0.946,0.813,0.775,0.896,0.950,0.934
131,0.865,0.848,0.924,0.903,0.904,0.823,0.991,0.867
132,0.873,0.828,1.005,0.761,0.866,0.878,0.898,0.837
133,0.841,0.909,0.967,0.815,0.791,0.837,0.887,0.847
134,0.875,0.931,0.876,0.953,0.838,0.866,0.942,0.798
135,0.845,0.774,0.914,0.903,0.737,0.976,1.050,0.889
136,0.830,0.768,0.780,1.078,0.778,0.862,1.119,0.846
137,0.881,0.818,0.991,0.916,0.745,0.818,0.953,0.848
138,0.869,0.790,0.877,0.790,0.821,0.848,1.064,0.861
139,0.863,0.840,0.844,0.967,1.485,0.837,1.042,0.843
140,0.839,0.824,0.906,0.956,0.750,0.929,0.865,0.885
141,0.836,1.040,0.985,0.847,0.748,0.944,0.946,0.867
142,0.838,0.983,0.905,0.851,1.009,0.869,1.205,0.842
143,0.861,0.840,0.846,0.975,0.805,0.738,0.882,0.840
144,0.845,0.971,0.916,0.948,0.829,0.825,0.879,1.110
145,0.849,0.946,0.914,0.855,0.776,0.977,0.896,0.830
146,0.865,0.982,1.039,0.860,0.797,0.843,0.905,0.855
147,0.862,0.848,0.864,0.913,0.935,0.853,0.959,0.911
148,0.840,0.815,0.931,0.826,0.813,0.853,1.081,0.808
149,0.867,1.032,0.882,0.795,0.914,0.802,1.078,0.844
150,0.838,0.838,0.944,0.999,0.767,0.889,1.005,0.878
151,0.872,0.773,0.851,0.792,0.756,0.808,0.932,0.848
152,0.850,1.124,0.911,0.926,0.872,0.856,0.995,0.852
153,0.886,0.863,0.883,0.930,0.865,0.855,0.834,0.848
154,0.853,0.833,1.001,0.737,0.890,0.868,0.898,0.947
155,0.866,0.858,0.894,0.938,0.866,0.861,0.865,0.889
156,0.842,0.977,0.946,0.832,0.719,0.831,0.895,0.830
157,0.857,0.848,0.885,0.832,0.822,0.855,0.971,0.867
158,0.868,0.893,1.103,0.885,1.395,0.828,0.961,0.860
159,0.849,0.869,0.844,0.915,0.881,0.847,0.854,0.921
160,0.847,0.855,0.858,0.844,0.930,0.878,0.920,0.859
161,0.859,0.860,0.890,0.877,1.111,0.849,0.985,0.833
162,0.855,0.840,0.875,0.814,0.779,0.836,0.913,0.866
163,0.840,0.832,1.012,0.918,0.807,0.770,0.942,0.888
164,0.884,0.854,1.020,0.805,0.816,0.888,0.928,0.830
165,0.854,0.778,0.937,0.860,0.850,0.860,0.978,0.855
166,0.776,0.880,1.008,0.984,0.817,0.800,0.962,0.818
167,0.881,1.052,0.886,0.913,0.792,0.734,0.962,0.841
168,0.920,0.848,0.974,0.815,0.745,0.694,0.960,0.752
169,0.686,1.460,0.913,1.043,0.751,0.823,1.145,0.839
170,0.764,0.882,0.800,0.839,0.869,0.884,0.932,0.873
171,0.857,0.840,0.825,0.889,0.789,0.847,0.938,0.895
172,0.840,0.862,0.921,0.946,0.773,0.908,0.962,0.857
173,0.908,0.859,0.846,0.847,0.788,1.101,0.926,0.796
174,0.831,0.901,0.921,0.789,0.897,0.923,0.986,0.840
175,0.830,0.825,0.846,0.887,0.853,0.902,0.957,0.850
176,0.902,0.989,0.973,0.940,0.984,0.935,0.960,0.881
177,0.830,0.844,1.034,0.802,0.918,0.930,0.864,0.831
178,0.876,0.846,0.897,0.855,0.849,0.849,0.964,0.871
179,0.870,0.914,0.899,1.024,0.705,0.835,1.046,0.865
180,0.822,0.908,0.888,0.869,0.853,0.780,0.926,0.837
181,0.860,0.942,1.013,1.161,1.035,0.854,0.909,0.815
182,0.844,0.878,0.825,0.867,0.769,0.834,0.964,0.829
183,0.897,0.829,0.862,0.898,0.801,0.896,1.117,0.848
184,0.884,0.863,1.186,0.799,0.798,0.776,0.910,0.852
185,0.830,0.771,0.958,0.882,0.964,0.926,1.116,0.865
186,0.811,0.795,0.881,1.029,0.866,0.855,0.983,0.901
187,0.863,0.833,0.831,0.983,0.862,0.806,1.017,0.903
188,0.939,0.834,0.881,0.853,0.951,0.793,0.853,0.855
189,0.852,0.820,0.901,0.795,0.826,0.902,1.016,0.839
190,0.820,0.698,0.829,0.936,0.871,0.828,0.894,0.821
191,0.832,0.879,0.914,0.742,0.805,0.946,0.977,0.841
192,0.940,0.809,0.950,0.885,0.818,0.881,0.927,0.884
193,0.788,0.835,0.839,0.826,0.759,0.799,0.951,0.908
194,0.830,0.861,1.071,0.809,0.798,0.951,0.931,0.869
195,0.952,0.966,0.829,0.925,0.851,0.799,0.979,0.934
196,0.792,0.835,0.865,0.780,0.756,0.856,0.908,0.860
197,0.852,0.861,0.935,0.857,0.770,0.739,1.067,0.842
198,0.815,0.858,0.891,0.921,0.796,0.912,0.930,0.894
199,0.791,0.945,0.970,1.047,0.807,0.919,0.943,0.826
