,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,-4.89,4.01,-8.36,-15.75,16.78,12.09,17.47
DCC_bivariate_loop,,,-4.89,,7.22,-4.43,-11.22,21.44,16.04,22.64
SW_cross_validated,,,4.01,7.22,,-9.79,-14.98,6.36,4.85,5.65
SW_15,,,-8.36,-4.43,-9.79,,-5.25,21.11,17.38,21.41
SW_30,,,-15.75,-11.22,-14.98,-5.25,,30.51,24.70,31.99
SW_60,,,16.78,21.44,6.36,21.11,30.51,,-1.32,-2.03
SW_120,,,12.09,16.04,4.85,17.38,24.70,-1.32,,0.01
sFC,,,17.47,22.64,5.65,21.41,31.99,-2.03,0.01,
