,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,7.8732e-11,5.3621e-15,1.5768e-56,2.2278e-149,3.0829e-107,1.3604e-71,1.3793e-40,3.5245e-11
DCC_joint,,7.8732e-11,,3.0632e-02,4.9688e-32,2.1204e-134,4.3314e-86,1.9033e-46,1.2209e-20,6.7367e-01
DCC_bivariate_loop,,5.3621e-15,3.0632e-02,,2.7251e-19,3.7146e-111,9.0840e-65,6.5576e-30,1.3333e-12,8.8473e-02
SW_cross_validated,,1.5768e-56,4.9688e-32,2.7251e-19,,8.9545e-81,2.1556e-28,5.9266e-03,4.4196e-01,3.5473e-28
SW_15,,2.2278e-149,2.1204e-134,3.7146e-111,8.9545e-81,,1.0159e-32,3.0715e-74,3.6978e-65,2.3250e-126
SW_30,,3.0829e-107,4.3314e-86,9.0840e-65,2.1556e-28,1.0159e-32,,3.0608e-20,3.9737e-23,4.6816e-79
SW_60,,1.3604e-71,1.9033e-46,6.5576e-30,5.9266e-03,3.0715e-74,3.0608e-20,,2.4573e-03,3.1006e-41
SW_120,,1.3793e-40,1.2209e-20,1.3333e-12,4.4196e-01,3.6978e-65,3.9737e-23,2.4573e-03,,1.9998e-18
sFC,,3.5245e-11,6.7367e-01,8.8473e-02,3.5473e-28,2.3250e-126,4.6816e-79,3.1006e-41,1.9998e-18,
