,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.59,3.04,0.82,5.44,3.58,1.14,1.02,31.40
DCC_joint,,4.59,,2.37,4.37,0.81,1.96,3.99,2.26,17.47
DCC_bivariate_loop,,3.04,2.37,,2.66,3.30,0.57,2.17,0.77,32.69
SW_cross_validated,,0.82,4.37,2.66,,5.29,3.30,0.41,0.60,41.54
SW_15,,5.44,0.81,3.30,5.29,,2.91,4.90,2.89,15.95
SW_30,,3.58,1.96,0.57,3.30,2.91,,2.77,1.09,32.57
SW_60,,1.14,3.99,2.17,0.41,4.90,2.77,,0.39,37.30
SW_120,,1.02,2.26,0.77,0.60,2.89,1.09,0.39,,14.64
sFC,,31.40,17.47,32.69,41.54,15.95,32.57,37.30,14.64,
