,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.89,2.10,2.84,7.86,3.64,1.98,6.92,84.97
DCC_joint,,2.89,,-0.36,-0.31,5.80,0.84,-1.07,3.36,81.96
DCC_bivariate_loop,,2.10,-0.36,,0.13,5.58,1.07,-0.53,3.07,62.31
SW_cross_validated,,2.84,-0.31,0.13,,6.27,1.21,-0.86,4.29,99.66
SW_15,,7.86,5.80,5.58,6.27,,-5.09,-6.71,-4.28,41.85
SW_30,,3.64,0.84,1.07,1.21,-5.09,,-1.92,2.17,76.07
SW_60,,1.98,-1.07,-0.53,-0.86,-6.71,-1.92,,5.05,93.36
SW_120,,6.92,3.36,3.07,4.29,-4.28,2.17,5.05,,143.66
sFC,,84.97,81.96,62.31,99.66,41.85,76.07,93.36,143.66,
