,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.47,1.83,3.59,15.26,10.59,6.59,4.64,1.50
DCC_joint,,1.47,,0.54,2.43,15.22,10.13,5.78,3.69,0.01
DCC_bivariate_loop,,1.83,0.54,,1.69,13.55,8.85,4.92,2.99,-0.53
SW_cross_validated,,3.59,2.43,1.69,,12.47,7.58,3.56,1.58,-2.46
SW_15,,15.26,15.22,13.55,12.47,,-4.59,-7.75,-9.44,-15.41
SW_30,,10.59,10.13,8.85,7.58,-4.59,,-3.39,-5.15,-10.26
SW_60,,6.59,5.78,4.92,3.56,-7.75,-3.39,,-1.73,-5.84
SW_120,,4.64,3.69,2.99,1.58,-9.44,-5.15,-1.73,,-3.72
sFC,,1.50,0.01,-0.53,-2.46,-15.41,-10.26,-5.84,-3.72,
