,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,9.13,2.54,1.16,4.21,1.33,2.22,17.23,23.88
DCC_joint,,9.13,,5.62,5.40,4.27,6.67,6.22,5.73,10.95
DCC_bivariate_loop,,2.54,5.62,,0.83,1.42,1.06,0.37,11.56,16.28
SW_cross_validated,,1.16,5.40,0.83,,2.01,0.06,0.54,9.69,12.87
SW_15,,4.21,4.27,1.42,2.01,,2.49,1.85,10.30,15.26
SW_30,,1.33,6.67,1.06,0.06,2.49,,0.73,12.63,17.25
SW_60,,2.22,6.22,0.37,0.54,1.85,0.73,,12.64,17.77
SW_120,,17.23,5.73,11.56,9.69,10.30,12.63,12.64,,8.06
sFC,,23.88,10.95,16.28,12.87,15.26,17.25,17.77,8.06,
