,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.
SVWP,0.4537,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.
DCC_joint,-25.2185,-25.8611,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.
SW_cross_validated,-8.8877,-9.397,15.9827,-,0.0000,0.0000,0.0001,0.0000,0.
SW_15,-39.2614,-40.081,-12.675,-29.3037,-,0.0000,0.0000,0.0000,0.
SW_30,-17.9751,-18.6125,9.1881,-8.1842,23.797,-,0.0000,1.,0.
SW_60,-4.4207,-4.9252,21.838,4.8651,36.5096,14.0504,-,0.0000,0.
SW_120,-15.0778,-15.6124,9.0036,-6.3768,21.4235,0.9809,-11.4043,-,0.
sFC,-219.6569,-222.9697,-201.7339,-207.5507,-221.7115,-243.6454,-233.8175,-190.765,-
