,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,0.0000,1.,0.0001,1.,0.0000,0.0000,0.0000,0.0000
SVWP,-6.8248,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_joint,0.8684,10.431,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SW_cross_validated,4.8577,13.7649,6.8816,-,0.0000,0.0001,0.0073,0.0000,0.0000
SW_15,-1.7763,7.2818,-5.1663,-10.4451,-,0.0000,0.0000,0.0000,0.0000
SW_30,8.4495,18.3903,14.9075,4.9009,18.4535,-,1.,0.0000,0.0000
SW_60,7.7021,17.7116,13.8581,3.7487,17.5744,-1.5442,-,0.0000,0.0000
SW_120,-18.7318,-10.8171,-45.7793,-38.7771,-34.7725,-56.5289,-57.6463,-,0.0125
sFC,-18.1713,-9.9937,-51.2213,-39.8786,-36.9776,-61.5345,-63.6463,3.6085,-
