,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,8.9346e-14,8.2467e-17,3.1584e-30,3.0269e-168,7.2163e-65,6.6765e-10,1.4086e-109,0.0000e+00
DCC_joint,,8.9346e-14,,1.9231e-01,6.5776e-12,3.3697e-167,2.6131e-45,1.8431e-01,9.6560e-99,0.0000e+00
DCC_bivariate_loop,,8.2467e-17,1.9231e-01,,3.3297e-09,1.6607e-162,8.1835e-40,1.1346e-02,7.2110e-93,0.0000e+00
SW_cross_validated,,3.1584e-30,6.5776e-12,3.3297e-09,,7.1273e-115,1.1852e-09,3.7884e-14,6.2171e-46,1.9003e-274
SW_15,,3.0269e-168,3.3697e-167,1.6607e-162,7.1273e-115,,3.8107e-103,3.8304e-165,2.9345e-57,8.8949e-187
SW_30,,7.2163e-65,2.6131e-45,8.1835e-40,1.1852e-09,3.8107e-103,,2.7230e-47,7.1841e-26,2.3804e-294
SW_60,,6.6765e-10,1.8431e-01,1.1346e-02,3.7884e-14,3.8304e-165,2.7230e-47,,1.5264e-98,0.0000e+00
SW_120,,1.4086e-109,9.6560e-99,7.2110e-93,6.2171e-46,2.9345e-57,7.1841e-26,1.5264e-98,,6.1962e-264
sFC,,0.0000e+00,0.0000e+00,0.0000e+00,1.9003e-274,8.8949e-187,2.3804e-294,0.0000e+00,6.1962e-264,
