,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.94,1.84,0.84,0.92,0.89,1.60,1.33,0.51
DCC_joint,,1.94,,0.15,1.10,3.10,1.02,5.77,4.78,4.93
DCC_bivariate_loop,,1.84,0.15,,0.98,3.00,0.91,5.59,4.63,4.70
SW_cross_validated,,0.84,1.10,0.98,,1.83,0.06,2.99,2.57,1.88
SW_15,,0.92,3.10,3.00,1.83,,1.89,0.42,0.21,0.77
SW_30,,0.89,1.02,0.91,0.06,1.89,,3.06,2.64,1.96
SW_60,,1.60,5.77,5.59,2.99,0.42,3.06,,0.29,2.65
SW_120,,1.33,4.78,4.63,2.57,0.21,2.64,0.29,,1.70
sFC,,0.51,4.93,4.70,1.88,0.77,1.96,2.65,1.70,
