,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.
DCC_joint,nan,-7.729,-,1.,0.0000,0.0000,0.0000,1.,0.0000,0.
DCC_bivariate_loop,nan,-8.7098,-1.306,-,0.0000,0.0000,0.0000,0.4085,0.0000,0.
SW_cross_validated,nan,-12.4372,-7.0797,-6.0508,-,0.0000,0.0000,0.0000,0.0000,0.0000
SW_15,nan,-48.2042,-47.8634,-46.3558,-32.7148,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-20.6381,-16.1091,-14.8039,-6.2304,29.7341,-,0.0000,0.0000,0.0000
SW_60,nan,-6.3285,1.3299,2.5437,7.8539,47.1988,16.574,-,0.0000,0.
SW_120,nan,-31.354,-28.6443,-27.2129,-16.2556,18.8854,-11.3002,-28.5954,-,0.0000
sFC,nan,-127.4736,-167.1943,-160.2026,-94.3396,-54.5368,-106.3365,-151.7694,-88.5161,-
