,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,7.73,8.71,12.44,48.20,20.64,6.33,31.35,127.47
DCC_joint,,7.73,,1.31,7.08,47.86,16.11,-1.33,28.64,167.19
DCC_bivariate_loop,,8.71,1.31,,6.05,46.36,14.80,-2.54,27.21,160.20
SW_cross_validated,,12.44,7.08,6.05,,32.71,6.23,-7.85,16.26,94.34
SW_15,,48.20,47.86,46.36,32.71,,-29.73,-47.20,-18.89,54.54
SW_30,,20.64,16.11,14.80,6.23,-29.73,,-16.57,11.30,106.34
SW_60,,6.33,-1.33,-2.54,-7.85,-47.20,-16.57,,28.60,151.77
SW_120,,31.35,28.64,27.21,16.26,-18.89,11.30,28.60,,88.52
sFC,,127.47,167.19,160.20,94.34,54.54,106.34,151.77,88.52,
