,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.11,0.10,1.92,0.05,7.99,12.99,12.06
DCC_bivariate_loop,,,0.11,,0.02,1.84,0.13,7.89,12.90,11.96
SW_cross_validated,,,0.10,0.02,,1.54,0.13,5.49,9.09,7.34
SW_15,,,1.92,1.84,1.54,,1.72,3.22,6.62,4.69
SW_30,,,0.05,0.13,0.13,1.72,,6.04,9.88,8.17
SW_60,,,7.99,7.89,5.49,3.22,6.04,,5.90,2.64
SW_120,,,12.99,12.90,9.09,6.62,9.88,5.90,,5.41
sFC,,,12.06,11.96,7.34,4.69,8.17,2.64,5.41,
