,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-19.36,-18.36,-8.38,9.16,-8.92,15.95,13.26,5.12
DCC_joint,,-19.36,,1.47,10.95,31.04,10.25,57.66,47.80,49.25
DCC_bivariate_loop,,-18.36,1.47,,9.83,30.02,9.13,55.85,46.26,46.99
SW_cross_validated,,-8.38,10.95,9.83,,18.34,-0.59,29.88,25.73,18.80
SW_15,,9.16,31.04,30.02,18.34,,-18.89,4.18,2.11,-7.68
SW_30,,-8.92,10.25,9.13,-0.59,-18.89,,30.64,26.43,19.63
SW_60,,15.95,57.66,55.85,29.88,4.18,30.64,,-2.93,-26.46
SW_120,,13.26,47.80,46.26,25.73,2.11,26.43,-2.93,,-16.98
sFC,,5.12,49.25,46.99,18.80,-7.68,19.63,-26.46,-16.98,
