,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.12,0.86,3.34,6.83,4.36,4.03,3.55,1.48
DCC_joint,,1.12,,0.25,4.35,7.69,5.31,5.20,4.53,0.19
DCC_bivariate_loop,,0.86,0.25,,4.09,7.46,5.06,4.89,4.28,0.48
SW_cross_validated,,3.34,4.35,4.09,,3.76,1.11,0.30,0.25,4.86
SW_15,,6.83,7.69,7.46,3.76,,2.66,3.69,3.50,8.17
SW_30,,4.36,5.31,5.06,1.11,2.66,,0.90,0.85,5.80
SW_60,,4.03,5.20,4.89,0.30,3.69,0.90,,0.02,5.93
SW_120,,3.55,4.53,4.28,0.25,3.50,0.85,0.02,,5.02
sFC,,1.48,0.19,0.48,4.86,8.17,5.80,5.93,5.02,
