,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,12.77,30.45,163.65,108.73,58.31,12.73,0.12
DCC_bivariate_loop,,,12.77,,18.42,159.57,102.77,51.48,10.23,13.02
SW_cross_validated,,,30.45,18.42,,150.47,92.31,41.41,6.96,31.30
SW_15,,,163.65,159.57,150.47,,47.77,74.12,31.55,166.05
SW_30,,,108.73,102.77,92.31,47.77,,31.39,16.41,110.34
SW_60,,,58.31,51.48,41.41,74.12,31.39,,5.34,58.91
SW_120,,,12.73,10.23,6.96,31.55,16.41,5.34,,12.72
sFC,,,0.12,13.02,31.30,166.05,110.34,58.91,12.72,
