,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,8.06,22.71,122.96,85.11,48.10,10.93,0.05
DCC_bivariate_loop,,,8.06,,12.08,113.91,76.18,40.71,8.79,8.41
SW_cross_validated,,,22.71,12.08,,124.47,81.09,37.78,6.27,24.55
SW_15,,,122.96,113.91,124.47,,39.14,62.07,25.56,127.57
SW_30,,,85.11,76.18,81.09,39.14,,26.94,13.16,88.66
SW_60,,,48.10,40.71,37.78,62.07,26.94,,4.13,49.70
SW_120,,,10.93,8.79,6.27,25.56,13.16,4.13,,10.95
sFC,,,0.05,8.41,24.55,127.57,88.66,49.70,10.95,
