,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,28.55,68.09,365.94,243.13,130.39,28.47,0.27
DCC_bivariate_loop,,,28.55,,41.18,356.80,229.81,115.10,22.86,-29.11
SW_cross_validated,,,68.09,41.18,,336.47,206.40,92.60,15.55,-69.98
SW_15,,,365.94,356.80,336.47,,-106.82,-165.75,-70.55,-371.30
SW_30,,,243.13,229.81,206.40,-106.82,,-70.20,-36.70,-246.72
SW_60,,,130.39,115.10,92.60,-165.75,-70.20,,-11.94,-131.72
SW_120,,,28.47,22.86,15.55,-70.55,-36.70,-11.94,,-28.45
sFC,,,0.27,-29.11,-69.98,-371.30,-246.72,-131.72,-28.45,
