,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.855,0.002,0.126,0.509,0.135,0.994,0.001,0.120
DCC_joint,,0.855,,0.000,0.000,0.005,0.000,0.342,0.000,0.000
DCC_bivariate_loop,,0.002,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
SW_cross_validated,,0.126,0.000,0.000,,0.000,0.850,0.000,0.000,0.000
SW_15,,0.509,0.005,0.000,0.000,,0.000,0.013,0.000,0.000
SW_30,,0.135,0.000,0.000,0.850,0.000,,0.000,0.000,0.000
SW_60,,0.994,0.342,0.000,0.000,0.013,0.000,,0.000,0.000
SW_120,,0.001,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
sFC,,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
