,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.14,2.91,3.37,6.55,3.95,3.23,5.85,16.25
DCC_joint,,6.14,,3.32,2.49,0.51,2.13,2.95,0.07,9.81
DCC_bivariate_loop,,2.91,3.32,,0.63,3.77,1.12,0.35,3.17,13.59
SW_cross_validated,,3.37,2.49,0.63,,2.94,0.44,0.30,2.42,11.56
SW_15,,6.55,0.51,3.77,2.94,,2.60,3.41,0.41,8.88
SW_30,,3.95,2.13,1.12,0.44,2.60,,0.77,2.07,11.85
SW_60,,3.23,2.95,0.35,0.30,3.41,0.77,,2.83,13.08
SW_120,,5.85,0.07,3.17,2.42,0.41,2.07,2.83,,8.59
sFC,,16.25,9.81,13.59,11.56,8.88,11.85,13.08,8.59,
