,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.9495e-03,1.3671e-04,7.5062e-01,3.0858e-04,4.0967e-01,6.3156e-01,2.3114e-01,1.6934e-01
DCC_joint,,4.9495e-03,,1.8637e-01,3.3745e-03,7.0579e-06,1.7873e-01,5.1828e-02,1.9032e-03,1.1793e-02
DCC_bivariate_loop,,1.3671e-04,1.8637e-01,,1.1152e-04,1.2420e-06,2.7809e-02,4.2559e-03,1.4518e-04,7.9371e-05
SW_cross_validated,,7.5062e-01,3.3745e-03,1.1152e-04,,5.4051e-04,3.0640e-01,4.7257e-01,3.4930e-01,9.9873e-02
SW_15,,3.0858e-04,7.0579e-06,1.2420e-06,5.4051e-04,,3.2378e-04,3.3918e-04,5.4932e-03,3.7015e-05
SW_30,,4.0967e-01,1.7873e-01,2.7809e-02,3.0640e-01,3.2378e-04,,7.1433e-01,1.0751e-01,9.1113e-01
SW_60,,6.3156e-01,5.1828e-02,4.2559e-03,4.7257e-01,3.3918e-04,7.1433e-01,,1.5781e-01,6.7114e-01
SW_120,,2.3114e-01,1.9032e-03,1.4518e-04,3.4930e-01,5.4932e-03,1.0751e-01,1.5781e-01,,3.0799e-02
sFC,,1.6934e-01,1.1793e-02,7.9371e-05,9.9873e-02,3.7015e-05,9.1113e-01,6.7114e-01,3.0799e-02,
