,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.05,4.10,8.22,37.28,22.19,15.59,8.72,3.04
DCC_joint,,4.05,,1.10,4.64,28.89,16.73,10.63,5.62,-0.71
DCC_bivariate_loop,,4.10,1.10,,2.90,21.82,12.68,7.57,3.97,-1.63
SW_cross_validated,,8.22,4.64,2.90,,19.43,10.03,4.66,1.36,-5.12
SW_15,,37.28,28.89,21.82,19.43,,-9.22,-15.89,-15.78,-28.77
SW_30,,22.19,16.73,12.68,10.03,-9.22,,-5.92,-7.62,-16.96
SW_60,,15.59,10.63,7.57,4.66,-15.89,-5.92,,-2.73,-11.01
SW_120,,8.72,5.62,3.97,1.36,-15.78,-7.62,-2.73,,-6.04
sFC,,3.04,-0.71,-1.63,-5.12,-28.77,-16.96,-11.01,-6.04,
