,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,8.35,8.76,3.18,9.62,5.26,3.42,7.83,67.00
DCC_joint,,8.35,,0.18,-6.16,-0.57,-5.30,-6.18,-0.16,64.42
DCC_bivariate_loop,,8.76,0.18,,-6.61,-0.83,-5.82,-6.65,-0.34,68.75
SW_cross_validated,,3.18,-6.16,-6.61,,7.51,2.07,0.19,5.64,83.18
SW_15,,9.62,-0.57,-0.83,7.51,,-7.28,-7.70,0.32,122.77
SW_30,,5.26,-5.30,-5.82,2.07,-7.28,,-1.96,4.71,123.94
SW_60,,3.42,-6.18,-6.65,0.19,-7.70,-1.96,,5.63,89.00
SW_120,,7.83,-0.16,-0.34,5.64,0.32,4.71,5.63,,58.83
sFC,,67.00,64.42,68.75,83.18,122.77,123.94,89.00,58.83,
