,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.81,1.83,3.68,16.67,9.92,6.97,3.90,1.36
DCC_joint,,1.81,,0.49,2.07,12.92,7.48,4.76,2.51,0.32
DCC_bivariate_loop,,1.83,0.49,,1.30,9.76,5.67,3.38,1.78,0.73
SW_cross_validated,,3.68,2.07,1.30,,8.69,4.49,2.08,0.61,2.29
SW_15,,16.67,12.92,9.76,8.69,,4.12,7.11,7.06,12.87
SW_30,,9.92,7.48,5.67,4.49,4.12,,2.65,3.41,7.58
SW_60,,6.97,4.76,3.38,2.08,7.11,2.65,,1.22,4.92
SW_120,,3.90,2.51,1.78,0.61,7.06,3.41,1.22,,2.70
sFC,,1.36,0.32,0.73,2.29,12.87,7.58,4.92,2.70,
