,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.3326e-07,6.5434e-08,5.1314e-03,1.6125e-08,5.2655e-05,3.0251e-03,3.3052e-07,4.7993e-23
DCC_joint,,1.3326e-07,,8.5863e-01,8.0940e-06,5.7771e-01,4.9190e-05,7.7799e-06,8.7279e-01,9.7056e-23
DCC_bivariate_loop,,6.5434e-08,8.5863e-01,,3.3374e-06,4.1570e-01,1.6330e-05,3.0629e-06,7.3884e-01,3.0282e-23
SW_cross_validated,,5.1314e-03,8.0940e-06,3.3374e-06,,5.9822e-07,5.2637e-02,8.5399e-01,2.3695e-05,9.9090e-25
SW_15,,1.6125e-08,5.7771e-01,4.1570e-01,5.9822e-07,,9.1549e-07,4.2285e-07,7.4955e-01,9.0654e-28
SW_30,,5.2655e-05,4.9190e-05,1.6330e-05,5.2637e-02,9.1549e-07,,6.5813e-02,1.7617e-04,7.6491e-28
SW_60,,3.0251e-03,7.7799e-06,3.0629e-06,8.5399e-01,4.2285e-07,6.5813e-02,,2.4016e-05,2.9385e-25
SW_120,,3.3052e-07,8.7279e-01,7.3884e-01,2.3695e-05,7.4955e-01,1.7617e-04,2.4016e-05,,4.9458e-22
sFC,,4.7993e-23,9.7056e-23,3.0282e-23,9.9090e-25,9.0654e-28,7.6491e-28,2.9385e-25,4.9458e-22,
