,0,1,2,3
1,62654.412325840574,59674.4072673213,59419.95174397344,61736.71946921411
2,55540.844704994815,51600.284539569024,52411.6894398617,54891.298884708856
3,53214.90508642844,50010.85559372225,50747.89148953623,52699.83692048827
4,51658.3048849658,48894.95729455239,49635.38629208121,51278.83066970534
5,50957.16571056691,48118.055528465426,48792.57541050407,50577.81541717105
6,50396.96217167354,47594.69810193826,48302.6826565359,49987.245723106345
7,49929.43577885498,47204.620804491504,47915.3277321714,49509.499923660725
8,49532.4311556202,46859.232552386646,47570.35955121617,49163.521817546694
9,49189.59048681257,46536.93312355528,47261.561581065725,48852.661265805975
10,48902.08609103527,46261.14947484186,47020.31608710546,48567.12344762546
11,48630.70491465164,46045.68696701758,46789.66164889046,48302.719961127026
12,48375.325812591174,45839.518101792506,46566.91334249178,48078.12076907725
15,47748.54621732408,45290.6177392753,46023.19527234426,47504.33370394638
18,47202.53087855391,44845.95279931726,45579.68357034193,47024.41189851134
21,46792.461160292325,44489.88090230926,45182.411298215855,46617.93281289646
