,0,1,2,3
1,103320.40070715839,99150.36500810586,97874.86113678438,101388.96289738064
2,98250.97917849872,94132.77928208657,93707.72971560608,96993.09577792602
3,96675.66755371612,92772.43212729182,92404.52836545663,95528.18509851611
4,95539.11228480592,91781.38450559958,91433.34555659184,94485.16195802807
5,94609.57574434944,90985.86580129967,90718.55612848193,93642.68062988677
6,93913.04320636432,90420.00772414226,90183.05258116855,92969.18199294097
7,93420.63242075204,89962.08431741665,89731.48548960799,92547.50287881726
8,92987.18541640165,89584.75630332365,89343.54493090404,92140.385949755
9,92616.83402843702,89232.37065173012,89000.16816750349,91786.19371789471
12,91727.29520473328,88451.67003395816,88269.01037550266,90935.6848240625
15,91027.88523726714,87816.145849377,87680.31401188887,90342.91177351061
18,90472.4816136062,87324.5522988703,87210.98283909331,89833.20821224805
