,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-4.87,-4.03,-0.84,4.35,2.54,0.94,0.03,-4.42
DCC_joint,,-4.87,,1.03,3.93,12.12,8.23,7.93,5.11,-0.54
DCC_bivariate_loop,,-4.03,1.03,,3.08,11.05,7.34,6.81,4.24,-1.32
SW_cross_validated,,-0.84,3.93,3.08,,5.40,3.43,2.00,0.90,-3.65
SW_15,,4.35,12.12,11.05,5.40,,-1.49,-5.26,-4.52,-9.14
SW_30,,2.54,8.23,7.34,3.43,-1.49,,-2.28,-2.59,-6.96
SW_60,,0.94,7.93,6.81,2.00,-5.26,-2.28,,-0.95,-6.16
SW_120,,0.03,5.11,4.24,0.90,-4.52,-2.59,-0.95,,-4.56
sFC,,-4.42,-0.54,-1.32,-3.65,-9.14,-6.96,-6.16,-4.56,
