,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,8.52,0.63,0.32,0.26,1.04,0.22,0.25,9.88
DCC_joint,,8.52,,8.85,11.08,8.65,9.82,9.08,9.67,2.03
DCC_bivariate_loop,,0.63,8.85,,1.03,0.37,0.37,0.43,0.42,10.13
SW_cross_validated,,0.32,11.08,1.03,,0.62,1.53,0.59,0.64,13.37
SW_15,,0.26,8.65,0.37,0.62,,0.76,0.05,0.03,9.98
SW_30,,1.04,9.82,0.37,1.53,0.76,,0.83,0.84,11.22
SW_60,,0.22,9.08,0.43,0.59,0.05,0.83,,0.02,10.53
SW_120,,0.25,9.67,0.42,0.64,0.03,0.84,0.02,,11.27
sFC,,9.88,2.03,10.13,13.37,9.98,11.22,10.53,11.27,
