,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,nan,nan,nan,nan,nan,nan,nan,nan
DCC_joint,nan,nan,-,0.0001,0.0000,0.0068,0.0016,0.0001,1.,0.2744
DCC_bivariate_loop,nan,nan,6.9088,-,0.0000,1.,1.,1.,0.0166,0.0000
SW_cross_validated,nan,nan,-7.4667,-10.0511,-,0.0000,0.0000,0.0000,1.,0.0005
SW_15,nan,nan,4.5623,-2.2061,8.3517,-,1.,1.,0.1879,0.0013
SW_30,nan,nan,5.215,0.0121,8.2001,1.852,-,1.,0.0271,0.0005
SW_60,nan,nan,6.4122,-0.4899,9.68,1.7198,-0.4265,-,0.0291,0.0000
SW_120,nan,nan,-1.5532,-4.156,0.7423,-3.0623,-3.936,-3.9051,-,1.
sFC,nan,nan,-2.8878,-7.5333,5.7854,-5.3411,-5.7776,-7.0658,1.1511,-
