,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,-6.91,7.47,-4.56,-5.22,-6.41,1.55,2.89
DCC_bivariate_loop,,,-6.91,,10.05,2.21,-0.01,0.49,4.16,7.53
SW_cross_validated,,,7.47,10.05,,-8.35,-8.20,-9.68,-0.74,-5.79
SW_15,,,-4.56,2.21,-8.35,,-1.85,-1.72,3.06,5.34
SW_30,,,-5.22,-0.01,-8.20,-1.85,,0.43,3.94,5.78
SW_60,,,-6.41,0.49,-9.68,-1.72,0.43,,3.91,7.07
SW_120,,,1.55,4.16,-0.74,3.06,3.94,3.91,,-1.15
sFC,,,2.89,7.53,-5.79,5.34,5.78,7.07,-1.15,
