,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point,average
VWP,0.020,0.009,0.015,0.017,0.015,,,0.021,0.018,0.006,,0.015
SVWP,0.020,0.009,0.018,0.019,0.020,,,0.051,0.020,0.006,,0.020
DCC_joint,0.025,0.010,0.019,0.019,0.020,,,0.016,0.017,0.009,,0.017
SW_cross_validated,0.024,,,,,,,,,,,0.024
SW_15,0.017,0.012,0.017,0.018,0.019,,,0.018,0.016,0.019,,0.017
SW_30,0.018,0.009,0.018,0.018,0.018,,,0.016,0.015,0.016,,0.016
SW_60,0.019,0.008,0.018,0.017,0.016,,,0.014,0.011,0.011,,0.014
SW_120,0.024,0.011,0.015,0.015,0.011,,,0.010,0.008,0.011,,0.013
sFC,0.021,0.008,0.003,0.003,0.003,,,0.003,0.003,0.005,,0.006
