,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point,average
VWP,0.029,0.024,0.034,0.038,0.034,,,0.032,0.028,0.011,,0.029
SVWP,0.029,0.025,0.034,0.037,0.035,,,0.067,0.030,0.011,,0.033
DCC_joint,0.035,0.021,0.027,0.027,0.029,,,0.023,0.025,0.012,,0.025
SW_cross_validated,0.034,,,,,,,,,,,0.034
SW_15,0.029,0.034,0.033,0.035,0.036,,,0.030,0.034,0.030,,0.033
SW_30,0.027,0.031,0.032,0.034,0.033,,,0.026,0.028,0.026,,0.030
SW_60,0.027,0.027,0.031,0.031,0.027,,,0.022,0.026,0.021,,0.027
SW_120,0.035,0.033,0.036,0.024,0.017,,,0.017,0.026,0.019,,0.026
sFC,0.030,0.012,0.004,0.004,0.004,,,0.005,0.004,0.007,,0.009
