,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.061,0.044,0.072,0.064,0.068,0.053,0.070,0.069,0.059,0.050,0.061,0.053,0.053,0.045
1,0.061,0.000,0.054,0.061,0.057,0.067,0.061,0.027,0.063,0.050,0.050,0.053,0.063,0.060,0.044
2,0.044,0.054,0.000,0.068,0.047,0.055,0.047,0.058,0.058,0.053,0.042,0.055,0.052,0.047,0.043
3,0.072,0.061,0.068,0.000,0.067,0.061,0.059,0.060,0.058,0.056,0.052,0.060,0.056,0.055,0.045
4,0.064,0.057,0.047,0.067,0.000,0.053,0.042,0.061,0.061,0.060,0.041,0.057,0.051,0.052,0.055
5,0.068,0.067,0.055,0.061,0.053,0.000,0.056,0.067,0.068,0.064,0.048,0.065,0.059,0.062,0.044
6,0.053,0.061,0.047,0.059,0.042,0.056,0.000,0.065,0.063,0.060,0.045,0.050,0.049,0.050,0.045
7,0.070,0.027,0.058,0.060,0.061,0.067,0.065,0.000,0.065,0.064,0.049,0.057,0.064,0.060,0.045
8,0.069,0.063,0.058,0.058,0.061,0.068,0.063,0.065,0.000,0.062,0.044,0.064,0.063,0.058,0.043
9,0.059,0.050,0.053,0.056,0.060,0.064,0.060,0.064,0.062,0.000,0.052,0.062,0.058,0.055,0.044
10,0.050,0.050,0.042,0.052,0.041,0.048,0.045,0.049,0.044,0.052,0.000,0.049,0.046,0.045,0.041
11,0.061,0.053,0.055,0.060,0.057,0.065,0.050,0.057,0.064,0.062,0.049,0.000,0.056,0.054,0.046
12,0.053,0.063,0.052,0.056,0.051,0.059,0.049,0.064,0.063,0.058,0.046,0.056,0.000,0.045,0.039
13,0.053,0.060,0.047,0.055,0.052,0.062,0.050,0.060,0.058,0.055,0.045,0.054,0.045,0.000,0.041
14,0.045,0.044,0.043,0.045,0.055,0.044,0.045,0.045,0.043,0.044,0.041,0.046,0.039,0.041,0.000
