,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.030,0.025,0.040,0.033,0.034,0.025,0.035,0.037,0.028,0.024,0.030,0.024,0.024,0.021
1,0.030,0.000,0.025,0.030,0.026,0.032,0.028,0.014,0.030,0.024,0.020,0.026,0.030,0.027,0.018
2,0.025,0.025,0.000,0.040,0.024,0.025,0.021,0.027,0.029,0.024,0.021,0.026,0.025,0.021,0.019
3,0.040,0.030,0.040,0.000,0.038,0.030,0.028,0.029,0.029,0.026,0.026,0.030,0.027,0.027,0.021
4,0.033,0.026,0.024,0.038,0.000,0.025,0.020,0.028,0.034,0.030,0.022,0.030,0.025,0.026,0.029
5,0.034,0.032,0.025,0.030,0.025,0.000,0.028,0.033,0.034,0.032,0.020,0.031,0.029,0.030,0.018
6,0.025,0.028,0.021,0.028,0.020,0.028,0.000,0.031,0.030,0.028,0.020,0.024,0.023,0.022,0.019
7,0.035,0.014,0.027,0.029,0.028,0.033,0.031,0.000,0.031,0.031,0.020,0.029,0.030,0.027,0.019
8,0.037,0.030,0.029,0.029,0.034,0.034,0.030,0.031,0.000,0.031,0.020,0.032,0.030,0.028,0.018
9,0.028,0.024,0.024,0.026,0.030,0.032,0.028,0.031,0.031,0.000,0.024,0.032,0.027,0.027,0.019
10,0.024,0.020,0.021,0.026,0.022,0.020,0.020,0.020,0.020,0.024,0.000,0.023,0.021,0.020,0.018
11,0.030,0.026,0.026,0.030,0.030,0.031,0.024,0.029,0.032,0.032,0.023,0.000,0.026,0.027,0.021
12,0.024,0.030,0.025,0.027,0.025,0.029,0.023,0.030,0.030,0.027,0.021,0.026,0.000,0.021,0.016
13,0.024,0.027,0.021,0.027,0.026,0.030,0.022,0.027,0.028,0.027,0.020,0.027,0.021,0.000,0.017
14,0.021,0.018,0.019,0.021,0.029,0.018,0.019,0.019,0.018,0.019,0.018,0.021,0.016,0.017,0.000
